Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Rape,Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vandalism/Criminal Mischief,Weapon Violations
2015-01-31,4.0,3.0,25.0,4.0,10.0,3.0,4.0,9.0,1.0,2.0,20.0,1.0,,2.0,9.0,5.0,6.0,23.0,17.0,
2015-02-01,2.0,3.0,31.0,3.0,4.0,10.0,,5.0,,3.0,15.0,1.0,1.0,4.0,2.0,2.0,10.0,17.0,14.0,
2015-02-02,5.0,6.0,34.0,1.0,17.0,3.0,3.0,13.0,1.0,4.0,18.0,1.0,1.0,13.0,2.0,7.0,12.0,23.0,10.0,
2015-02-03,3.0,2.0,49.0,,15.0,6.0,4.0,25.0,4.0,5.0,29.0,1.0,1.0,11.0,3.0,2.0,15.0,32.0,17.0,2.0
2015-02-04,2.0,6.0,64.0,1.0,14.0,4.0,4.0,21.0,1.0,9.0,28.0,3.0,1.0,7.0,1.0,,8.0,31.0,25.0,
2015-02-05,6.0,4.0,62.0,1.0,10.0,4.0,5.0,18.0,3.0,9.0,34.0,5.0,,6.0,2.0,6.0,10.0,31.0,16.0,1.0
2015-02-06,4.0,6.0,50.0,2.0,14.0,3.0,4.0,19.0,,6.0,28.0,,1.0,15.0,1.0,3.0,11.0,29.0,21.0,2.0
2015-02-07,5.0,4.0,64.0,5.0,7.0,4.0,2.0,16.0,1.0,1.0,30.0,,2.0,8.0,2.0,5.0,12.0,25.0,11.0,4.0
2015-02-08,8.0,7.0,54.0,1.0,4.0,7.0,6.0,10.0,,2.0,20.0,1.0,1.0,5.0,3.0,3.0,15.0,18.0,15.0,2.0
2015-02-09,6.0,4.0,35.0,1.0,9.0,1.0,,11.0,1.0,9.0,28.0,3.0,2.0,8.0,1.0,5.0,15.0,28.0,17.0,1.0
2015-02-10,,7.0,60.0,1.0,9.0,4.0,4.0,21.0,1.0,15.0,29.0,,1.0,11.0,2.0,5.0,13.0,28.0,14.0,1.0
2015-02-11,1.0,,62.0,,5.0,6.0,1.0,24.0,5.0,8.0,30.0,3.0,,8.0,6.0,4.0,12.0,22.0,15.0,2.0
2015-02-12,1.0,5.0,59.0,,6.0,1.0,1.0,12.0,2.0,8.0,23.0,3.0,1.0,14.0,3.0,5.0,13.0,23.0,15.0,6.0
2015-02-13,3.0,4.0,40.0,1.0,7.0,4.0,,16.0,2.0,8.0,31.0,,2.0,11.0,6.0,1.0,2.0,22.0,13.0,2.0
2015-02-14,,8.0,38.0,,8.0,10.0,3.0,16.0,,2.0,19.0,1.0,,8.0,3.0,4.0,10.0,14.0,15.0,1.0
2015-02-15,1.0,5.0,29.0,3.0,4.0,3.0,,7.0,,1.0,27.0,,1.0,4.0,1.0,1.0,4.0,9.0,11.0,1.0
2015-02-16,1.0,4.0,41.0,,10.0,4.0,4.0,16.0,2.0,1.0,12.0,1.0,4.0,11.0,4.0,1.0,4.0,14.0,8.0,
2015-02-17,2.0,6.0,49.0,,3.0,,4.0,17.0,,9.0,21.0,,,4.0,4.0,2.0,10.0,22.0,10.0,1.0
2015-02-18,1.0,8.0,53.0,,10.0,6.0,4.0,10.0,1.0,8.0,31.0,1.0,1.0,8.0,1.0,5.0,10.0,26.0,13.0,2.0
2015-02-19,1.0,4.0,33.0,,3.0,4.0,,29.0,1.0,6.0,16.0,2.0,1.0,4.0,2.0,2.0,8.0,26.0,9.0,
2015-02-20,2.0,3.0,48.0,,4.0,3.0,5.0,17.0,5.0,3.0,14.0,1.0,,9.0,4.0,3.0,6.0,25.0,8.0,1.0
2015-02-21,4.0,5.0,28.0,1.0,4.0,3.0,4.0,10.0,1.0,2.0,18.0,,2.0,4.0,1.0,2.0,6.0,16.0,7.0,1.0
2015-02-22,1.0,6.0,37.0,2.0,5.0,3.0,3.0,3.0,1.0,,21.0,,1.0,3.0,,3.0,4.0,23.0,16.0,
2015-02-23,3.0,3.0,54.0,1.0,12.0,9.0,4.0,17.0,4.0,4.0,25.0,1.0,,9.0,1.0,9.0,7.0,15.0,14.0,4.0
2015-02-24,3.0,8.0,56.0,1.0,3.0,4.0,4.0,22.0,2.0,11.0,24.0,2.0,,9.0,1.0,4.0,5.0,13.0,10.0,3.0
2015-02-25,5.0,6.0,63.0,,7.0,5.0,6.0,24.0,1.0,9.0,30.0,1.0,2.0,8.0,3.0,8.0,1.0,23.0,12.0,3.0
2015-02-26,,8.0,52.0,1.0,6.0,3.0,3.0,27.0,2.0,6.0,21.0,,2.0,6.0,3.0,3.0,11.0,21.0,13.0,
2015-02-27,4.0,4.0,77.0,1.0,8.0,12.0,3.0,9.0,2.0,6.0,26.0,1.0,1.0,6.0,3.0,4.0,12.0,16.0,15.0,1.0
2015-02-28,5.0,2.0,66.0,,6.0,7.0,6.0,7.0,2.0,4.0,14.0,,1.0,7.0,4.0,1.0,8.0,16.0,10.0,1.0
2015-03-01,4.0,4.0,32.0,,8.0,9.0,7.0,8.0,1.0,,23.0,,5.0,5.0,1.0,1.0,9.0,22.0,12.0,
2015-03-02,1.0,3.0,33.0,,10.0,2.0,5.0,9.0,,2.0,27.0,4.0,,6.0,,4.0,8.0,21.0,12.0,2.0
2015-03-03,1.0,5.0,47.0,2.0,4.0,6.0,3.0,20.0,,8.0,21.0,1.0,2.0,5.0,2.0,,6.0,26.0,10.0,
2015-03-04,2.0,6.0,56.0,1.0,7.0,2.0,,23.0,1.0,2.0,31.0,1.0,2.0,6.0,1.0,3.0,6.0,28.0,8.0,
2015-03-05,,6.0,28.0,,1.0,5.0,2.0,10.0,1.0,3.0,22.0,1.0,1.0,1.0,,4.0,9.0,19.0,6.0,2.0
2015-03-06,2.0,3.0,49.0,1.0,6.0,3.0,3.0,17.0,5.0,6.0,15.0,,2.0,5.0,3.0,4.0,5.0,23.0,10.0,1.0
2015-03-07,2.0,4.0,63.0,,3.0,6.0,7.0,12.0,2.0,5.0,18.0,,,7.0,3.0,5.0,10.0,16.0,7.0,3.0
2015-03-08,2.0,1.0,51.0,,7.0,6.0,4.0,8.0,3.0,6.0,28.0,1.0,1.0,7.0,,8.0,9.0,16.0,13.0,
2015-03-09,5.0,9.0,68.0,,6.0,3.0,,15.0,2.0,5.0,37.0,,2.0,10.0,2.0,2.0,5.0,24.0,19.0,2.0
2015-03-10,3.0,3.0,41.0,1.0,5.0,2.0,4.0,18.0,3.0,8.0,25.0,2.0,4.0,8.0,3.0,4.0,14.0,22.0,18.0,2.0
2015-03-11,4.0,6.0,65.0,,6.0,1.0,3.0,13.0,1.0,8.0,41.0,,1.0,6.0,4.0,10.0,13.0,30.0,18.0,1.0
2015-03-12,1.0,4.0,45.0,,4.0,2.0,2.0,17.0,,12.0,29.0,1.0,,3.0,2.0,5.0,19.0,19.0,20.0,1.0
2015-03-13,1.0,4.0,53.0,2.0,9.0,5.0,5.0,22.0,,10.0,25.0,1.0,3.0,3.0,5.0,3.0,9.0,26.0,17.0,1.0
2015-03-14,1.0,3.0,53.0,1.0,4.0,9.0,3.0,11.0,2.0,8.0,19.0,1.0,,11.0,1.0,2.0,14.0,14.0,18.0,2.0
2015-03-15,3.0,4.0,52.0,1.0,6.0,9.0,6.0,10.0,1.0,1.0,24.0,1.0,,3.0,,2.0,22.0,18.0,22.0,2.0
2015-03-16,6.0,4.0,46.0,1.0,5.0,4.0,4.0,21.0,2.0,4.0,24.0,2.0,,4.0,1.0,4.0,11.0,21.0,13.0,2.0
2015-03-17,1.0,5.0,55.0,,6.0,4.0,5.0,23.0,,11.0,27.0,1.0,5.0,3.0,3.0,1.0,10.0,24.0,13.0,3.0
2015-03-18,6.0,3.0,52.0,,6.0,1.0,7.0,17.0,1.0,7.0,37.0,2.0,2.0,4.0,2.0,4.0,7.0,26.0,22.0,2.0
2015-03-19,6.0,1.0,69.0,3.0,8.0,5.0,7.0,19.0,1.0,14.0,44.0,2.0,1.0,5.0,,2.0,13.0,34.0,10.0,4.0
2015-03-20,2.0,6.0,40.0,,5.0,4.0,2.0,12.0,2.0,3.0,36.0,2.0,1.0,7.0,,9.0,13.0,21.0,15.0,3.0
2015-03-21,7.0,9.0,42.0,,6.0,4.0,6.0,11.0,2.0,7.0,36.0,,2.0,6.0,,1.0,10.0,22.0,14.0,2.0
2015-03-22,2.0,4.0,58.0,,7.0,6.0,2.0,4.0,3.0,5.0,24.0,,2.0,6.0,2.0,5.0,14.0,26.0,16.0,1.0
2015-03-23,3.0,4.0,56.0,1.0,10.0,4.0,3.0,10.0,1.0,7.0,26.0,2.0,1.0,4.0,1.0,3.0,8.0,22.0,12.0,1.0
2015-03-24,,9.0,57.0,1.0,5.0,6.0,8.0,19.0,1.0,8.0,26.0,1.0,,9.0,1.0,5.0,10.0,33.0,17.0,
2015-03-25,,11.0,60.0,1.0,9.0,3.0,5.0,17.0,2.0,15.0,28.0,2.0,,7.0,3.0,5.0,20.0,25.0,10.0,3.0
2015-03-26,2.0,5.0,46.0,1.0,7.0,9.0,4.0,20.0,2.0,12.0,36.0,4.0,2.0,3.0,3.0,9.0,23.0,25.0,8.0,2.0
2015-03-27,2.0,2.0,68.0,2.0,4.0,6.0,5.0,16.0,6.0,4.0,29.0,1.0,,5.0,2.0,4.0,13.0,17.0,16.0,
2015-03-28,4.0,7.0,68.0,1.0,8.0,6.0,1.0,8.0,3.0,4.0,15.0,,1.0,5.0,,4.0,10.0,20.0,13.0,2.0
2015-03-29,2.0,9.0,19.0,2.0,5.0,12.0,,6.0,,2.0,22.0,,2.0,8.0,5.0,4.0,15.0,14.0,17.0,2.0
2015-03-30,2.0,10.0,52.0,2.0,5.0,9.0,7.0,27.0,2.0,5.0,36.0,1.0,3.0,5.0,,8.0,19.0,29.0,25.0,
2015-03-31,4.0,10.0,46.0,,6.0,7.0,,25.0,,10.0,31.0,2.0,4.0,7.0,4.0,,9.0,25.0,15.0,2.0
2015-04-01,3.0,4.0,93.0,1.0,7.0,3.0,5.0,24.0,2.0,12.0,21.0,,1.0,8.0,4.0,8.0,11.0,23.0,13.0,2.0
2015-04-02,3.0,4.0,95.0,,9.0,,5.0,16.0,1.0,17.0,30.0,1.0,2.0,3.0,4.0,2.0,19.0,19.0,20.0,1.0
2015-04-03,2.0,6.0,100.0,1.0,6.0,6.0,3.0,12.0,2.0,8.0,29.0,,1.0,6.0,2.0,2.0,15.0,15.0,18.0,
2015-04-04,7.0,12.0,92.0,5.0,10.0,4.0,7.0,10.0,,10.0,23.0,,1.0,2.0,2.0,5.0,13.0,21.0,21.0,4.0
2015-04-05,3.0,7.0,60.0,,7.0,8.0,3.0,2.0,3.0,5.0,33.0,,1.0,7.0,1.0,1.0,12.0,15.0,15.0,
2015-04-06,6.0,6.0,65.0,1.0,3.0,2.0,,17.0,4.0,3.0,36.0,4.0,2.0,4.0,2.0,1.0,16.0,32.0,19.0,1.0
2015-04-07,2.0,3.0,66.0,,10.0,3.0,3.0,18.0,2.0,6.0,27.0,1.0,2.0,2.0,1.0,5.0,12.0,34.0,16.0,3.0
2015-04-08,2.0,6.0,69.0,2.0,11.0,4.0,4.0,33.0,5.0,8.0,33.0,1.0,4.0,8.0,,3.0,11.0,31.0,8.0,
2015-04-09,2.0,5.0,64.0,,10.0,9.0,4.0,22.0,4.0,8.0,33.0,3.0,2.0,8.0,,4.0,11.0,18.0,21.0,3.0
2015-04-10,2.0,12.0,58.0,2.0,6.0,7.0,4.0,14.0,2.0,10.0,38.0,1.0,1.0,2.0,2.0,3.0,13.0,31.0,14.0,1.0
2015-04-11,3.0,3.0,87.0,,13.0,4.0,3.0,9.0,2.0,9.0,17.0,2.0,1.0,2.0,4.0,7.0,18.0,18.0,19.0,
2015-04-12,5.0,6.0,57.0,1.0,12.0,10.0,9.0,9.0,2.0,3.0,28.0,1.0,2.0,9.0,4.0,2.0,19.0,25.0,23.0,
2015-04-13,4.0,7.0,52.0,,11.0,2.0,5.0,22.0,2.0,4.0,34.0,2.0,3.0,9.0,1.0,4.0,19.0,35.0,24.0,4.0
2015-04-14,2.0,6.0,73.0,,7.0,3.0,10.0,32.0,,10.0,24.0,2.0,4.0,5.0,3.0,2.0,13.0,24.0,13.0,3.0
2015-04-15,1.0,8.0,66.0,,13.0,6.0,4.0,22.0,,13.0,40.0,4.0,3.0,4.0,4.0,4.0,12.0,31.0,26.0,3.0
2015-04-16,1.0,2.0,67.0,1.0,8.0,3.0,3.0,19.0,4.0,9.0,39.0,3.0,,3.0,3.0,,10.0,28.0,23.0,
2015-04-17,5.0,14.0,63.0,1.0,8.0,3.0,10.0,19.0,4.0,16.0,50.0,2.0,3.0,1.0,3.0,2.0,18.0,23.0,20.0,4.0
2015-04-18,3.0,9.0,56.0,2.0,6.0,7.0,10.0,11.0,2.0,4.0,26.0,,,7.0,,7.0,20.0,25.0,20.0,2.0
2015-04-19,3.0,12.0,61.0,3.0,8.0,7.0,3.0,6.0,3.0,2.0,41.0,1.0,,5.0,2.0,3.0,20.0,22.0,20.0,1.0
2015-04-20,5.0,4.0,54.0,2.0,8.0,3.0,7.0,15.0,,7.0,33.0,,3.0,4.0,,3.0,14.0,25.0,17.0,
2015-04-21,4.0,5.0,67.0,,6.0,1.0,7.0,18.0,4.0,7.0,46.0,,5.0,4.0,2.0,10.0,10.0,20.0,16.0,5.0
2015-04-22,3.0,5.0,93.0,,10.0,4.0,3.0,25.0,1.0,14.0,36.0,4.0,3.0,7.0,2.0,7.0,17.0,30.0,14.0,
2015-04-23,4.0,8.0,63.0,2.0,13.0,1.0,4.0,25.0,4.0,2.0,41.0,1.0,5.0,6.0,2.0,8.0,10.0,22.0,17.0,2.0
2015-04-24,1.0,2.0,85.0,3.0,6.0,6.0,6.0,32.0,,10.0,40.0,2.0,1.0,6.0,4.0,2.0,18.0,33.0,22.0,5.0
2015-04-25,1.0,6.0,80.0,1.0,4.0,6.0,3.0,6.0,3.0,9.0,27.0,,,5.0,1.0,3.0,12.0,22.0,19.0,2.0
2015-04-26,4.0,11.0,68.0,2.0,8.0,9.0,5.0,7.0,2.0,2.0,35.0,,1.0,6.0,2.0,,24.0,15.0,18.0,1.0
2015-04-27,14.0,6.0,100.0,2.0,8.0,3.0,2.0,18.0,2.0,5.0,29.0,2.0,1.0,10.0,2.0,1.0,20.0,28.0,21.0,1.0
2015-04-28,6.0,10.0,75.0,2.0,7.0,5.0,15.0,19.0,1.0,9.0,44.0,3.0,2.0,8.0,1.0,5.0,10.0,25.0,28.0,1.0
2015-04-29,1.0,5.0,52.0,3.0,11.0,2.0,3.0,15.0,3.0,9.0,27.0,4.0,1.0,7.0,3.0,1.0,10.0,38.0,21.0,3.0
2015-04-30,4.0,6.0,53.0,1.0,7.0,5.0,7.0,21.0,,10.0,34.0,1.0,2.0,3.0,1.0,3.0,14.0,34.0,15.0,
2015-05-01,4.0,9.0,55.0,2.0,5.0,4.0,8.0,17.0,2.0,6.0,35.0,1.0,1.0,4.0,5.0,4.0,9.0,29.0,21.0,1.0
2015-05-02,5.0,6.0,70.0,1.0,7.0,5.0,,11.0,2.0,4.0,23.0,,3.0,3.0,4.0,7.0,12.0,15.0,17.0,3.0
2015-05-03,8.0,7.0,70.0,,5.0,5.0,5.0,12.0,2.0,3.0,24.0,3.0,3.0,5.0,2.0,4.0,10.0,18.0,22.0,2.0
2015-05-04,11.0,10.0,64.0,,5.0,2.0,5.0,14.0,3.0,2.0,45.0,,4.0,9.0,4.0,4.0,16.0,39.0,24.0,
2015-05-05,4.0,16.0,82.0,1.0,7.0,2.0,5.0,20.0,1.0,6.0,32.0,3.0,,3.0,2.0,5.0,12.0,24.0,22.0,2.0
2015-05-06,3.0,8.0,51.0,1.0,6.0,3.0,9.0,20.0,1.0,9.0,24.0,1.0,4.0,7.0,,4.0,15.0,19.0,21.0,5.0
2015-05-07,4.0,8.0,78.0,1.0,12.0,4.0,3.0,26.0,1.0,12.0,28.0,,1.0,7.0,3.0,4.0,13.0,29.0,18.0,
2015-05-08,6.0,9.0,62.0,2.0,9.0,3.0,2.0,19.0,3.0,5.0,47.0,,1.0,9.0,1.0,1.0,9.0,29.0,12.0,
2015-05-09,2.0,5.0,79.0,,4.0,4.0,3.0,20.0,1.0,8.0,30.0,1.0,,4.0,3.0,6.0,13.0,30.0,24.0,2.0
2015-05-10,3.0,8.0,68.0,1.0,8.0,5.0,4.0,4.0,1.0,,18.0,1.0,1.0,8.0,3.0,5.0,9.0,34.0,16.0,1.0
2015-05-11,5.0,8.0,76.0,1.0,9.0,1.0,7.0,22.0,,3.0,28.0,3.0,2.0,2.0,3.0,4.0,18.0,26.0,19.0,1.0
2015-05-12,2.0,5.0,75.0,1.0,10.0,1.0,9.0,21.0,5.0,9.0,35.0,,1.0,7.0,3.0,3.0,13.0,36.0,15.0,1.0
2015-05-13,3.0,12.0,49.0,2.0,7.0,7.0,6.0,19.0,3.0,12.0,33.0,,4.0,9.0,4.0,6.0,17.0,25.0,15.0,2.0
2015-05-14,1.0,9.0,59.0,,10.0,3.0,3.0,14.0,3.0,9.0,23.0,2.0,,3.0,1.0,6.0,19.0,28.0,17.0,
2015-05-15,2.0,6.0,88.0,1.0,8.0,3.0,,16.0,3.0,10.0,35.0,2.0,,3.0,3.0,6.0,11.0,31.0,19.0,1.0
2015-05-16,3.0,8.0,82.0,,6.0,6.0,5.0,4.0,1.0,6.0,32.0,,1.0,5.0,1.0,1.0,10.0,22.0,24.0,1.0
2015-05-17,2.0,5.0,68.0,,9.0,4.0,3.0,8.0,1.0,3.0,28.0,1.0,3.0,7.0,4.0,7.0,10.0,13.0,21.0,
2015-05-18,4.0,12.0,75.0,,9.0,3.0,,21.0,3.0,3.0,30.0,1.0,,9.0,3.0,1.0,17.0,32.0,20.0,2.0
2015-05-19,4.0,4.0,32.0,1.0,12.0,2.0,1.0,20.0,1.0,10.0,31.0,2.0,4.0,8.0,7.0,5.0,16.0,24.0,20.0,1.0
2015-05-20,5.0,12.0,43.0,2.0,6.0,,7.0,16.0,1.0,20.0,38.0,,4.0,5.0,6.0,8.0,20.0,37.0,20.0,2.0
2015-05-21,4.0,9.0,44.0,,9.0,4.0,2.0,19.0,3.0,9.0,29.0,2.0,2.0,12.0,6.0,5.0,16.0,24.0,12.0,
2015-05-22,3.0,5.0,63.0,1.0,9.0,9.0,4.0,15.0,4.0,8.0,31.0,2.0,,6.0,9.0,6.0,15.0,37.0,25.0,1.0
2015-05-23,2.0,10.0,87.0,,4.0,14.0,4.0,8.0,,6.0,28.0,,1.0,4.0,3.0,2.0,13.0,30.0,19.0,2.0
2015-05-24,4.0,13.0,58.0,,7.0,7.0,2.0,7.0,1.0,3.0,38.0,,1.0,5.0,3.0,1.0,9.0,30.0,23.0,2.0
2015-05-25,3.0,12.0,46.0,1.0,5.0,3.0,2.0,6.0,1.0,1.0,27.0,,1.0,7.0,4.0,5.0,20.0,18.0,17.0,1.0
2015-05-26,1.0,11.0,64.0,2.0,11.0,1.0,6.0,14.0,3.0,9.0,31.0,5.0,4.0,8.0,2.0,2.0,20.0,42.0,15.0,6.0
2015-05-27,3.0,9.0,58.0,2.0,14.0,3.0,8.0,18.0,4.0,10.0,45.0,1.0,1.0,9.0,5.0,6.0,20.0,35.0,17.0,2.0
2015-05-28,1.0,4.0,96.0,,15.0,2.0,3.0,19.0,2.0,11.0,28.0,1.0,,9.0,3.0,7.0,17.0,24.0,19.0,3.0
2015-05-29,2.0,7.0,56.0,,6.0,2.0,4.0,16.0,3.0,5.0,26.0,2.0,,8.0,1.0,5.0,18.0,26.0,27.0,
2015-05-30,9.0,8.0,75.0,,5.0,3.0,6.0,10.0,2.0,5.0,29.0,3.0,1.0,3.0,2.0,5.0,11.0,29.0,25.0,2.0
2015-05-31,5.0,6.0,72.0,3.0,12.0,4.0,4.0,4.0,1.0,1.0,27.0,2.0,4.0,6.0,1.0,5.0,13.0,37.0,23.0,3.0
2015-06-01,1.0,15.0,37.0,2.0,16.0,2.0,2.0,18.0,,4.0,38.0,1.0,5.0,5.0,5.0,7.0,25.0,19.0,13.0,2.0
2015-06-02,5.0,6.0,31.0,2.0,2.0,3.0,2.0,14.0,2.0,14.0,29.0,,2.0,8.0,3.0,3.0,19.0,21.0,8.0,
2015-06-03,7.0,10.0,81.0,,5.0,5.0,2.0,15.0,2.0,7.0,37.0,1.0,2.0,5.0,3.0,2.0,15.0,29.0,17.0,3.0
2015-06-04,3.0,6.0,66.0,1.0,5.0,3.0,3.0,21.0,2.0,8.0,36.0,6.0,,12.0,,7.0,18.0,30.0,13.0,1.0
2015-06-05,,13.0,82.0,1.0,9.0,5.0,7.0,22.0,4.0,8.0,32.0,,2.0,5.0,5.0,3.0,14.0,39.0,16.0,2.0
2015-06-06,5.0,11.0,79.0,,6.0,5.0,4.0,13.0,1.0,10.0,29.0,,1.0,6.0,,4.0,14.0,19.0,13.0,2.0
2015-06-07,4.0,3.0,53.0,1.0,6.0,3.0,3.0,8.0,4.0,2.0,28.0,,,2.0,4.0,5.0,8.0,30.0,25.0,1.0
2015-06-08,1.0,9.0,57.0,1.0,8.0,3.0,4.0,24.0,4.0,3.0,36.0,2.0,1.0,17.0,3.0,2.0,20.0,18.0,26.0,1.0
2015-06-09,2.0,11.0,82.0,2.0,7.0,4.0,3.0,17.0,1.0,7.0,27.0,3.0,1.0,5.0,1.0,3.0,10.0,28.0,8.0,1.0
2015-06-10,3.0,14.0,83.0,,15.0,6.0,4.0,10.0,2.0,9.0,30.0,2.0,1.0,10.0,3.0,4.0,17.0,28.0,20.0,2.0
2015-06-11,2.0,11.0,72.0,1.0,11.0,2.0,4.0,12.0,2.0,4.0,33.0,2.0,1.0,5.0,1.0,4.0,17.0,39.0,25.0,3.0
2015-06-12,1.0,5.0,55.0,3.0,5.0,3.0,4.0,10.0,3.0,8.0,31.0,2.0,2.0,9.0,2.0,3.0,15.0,41.0,18.0,2.0
2015-06-13,,8.0,40.0,2.0,3.0,4.0,3.0,14.0,1.0,4.0,27.0,1.0,1.0,11.0,4.0,7.0,13.0,19.0,11.0,1.0
2015-06-14,4.0,12.0,82.0,,8.0,5.0,5.0,7.0,3.0,1.0,26.0,1.0,3.0,6.0,3.0,2.0,17.0,26.0,20.0,1.0
2015-06-15,3.0,3.0,51.0,4.0,9.0,2.0,2.0,11.0,2.0,7.0,38.0,4.0,3.0,7.0,4.0,3.0,22.0,39.0,20.0,
2015-06-16,4.0,6.0,65.0,1.0,9.0,,3.0,21.0,2.0,7.0,25.0,2.0,2.0,15.0,1.0,4.0,24.0,30.0,25.0,2.0
2015-06-17,3.0,5.0,88.0,3.0,6.0,3.0,6.0,19.0,1.0,5.0,27.0,2.0,2.0,8.0,2.0,7.0,11.0,23.0,17.0,2.0
2015-06-18,1.0,8.0,82.0,2.0,7.0,4.0,2.0,19.0,3.0,5.0,27.0,4.0,1.0,8.0,2.0,,12.0,25.0,21.0,1.0
2015-06-19,3.0,11.0,80.0,3.0,8.0,12.0,,20.0,4.0,5.0,27.0,1.0,2.0,10.0,4.0,3.0,29.0,30.0,21.0,1.0
2015-06-20,9.0,6.0,80.0,2.0,10.0,3.0,1.0,10.0,,5.0,24.0,,1.0,10.0,1.0,5.0,13.0,24.0,14.0,1.0
2015-06-21,4.0,8.0,35.0,1.0,3.0,8.0,1.0,4.0,,3.0,26.0,,2.0,7.0,1.0,2.0,23.0,17.0,34.0,1.0
2015-06-22,4.0,12.0,57.0,2.0,3.0,1.0,4.0,17.0,2.0,6.0,36.0,,,9.0,3.0,3.0,37.0,27.0,20.0,
2015-06-23,2.0,5.0,69.0,2.0,8.0,3.0,5.0,13.0,3.0,5.0,27.0,1.0,2.0,9.0,3.0,2.0,25.0,36.0,20.0,4.0
2015-06-24,2.0,7.0,67.0,2.0,6.0,2.0,5.0,16.0,1.0,10.0,29.0,,2.0,7.0,,2.0,19.0,25.0,23.0,1.0
2015-06-25,1.0,9.0,80.0,4.0,9.0,2.0,,15.0,3.0,5.0,31.0,1.0,3.0,6.0,3.0,5.0,19.0,27.0,21.0,3.0
2015-06-26,3.0,7.0,67.0,2.0,7.0,5.0,7.0,24.0,1.0,6.0,24.0,1.0,2.0,14.0,3.0,3.0,20.0,36.0,34.0,
2015-06-27,,6.0,40.0,,5.0,3.0,4.0,4.0,7.0,4.0,24.0,2.0,2.0,6.0,4.0,2.0,16.0,9.0,32.0,
2015-06-28,6.0,2.0,49.0,2.0,6.0,2.0,1.0,6.0,2.0,3.0,30.0,,1.0,4.0,4.0,1.0,14.0,23.0,13.0,1.0
2015-06-29,3.0,14.0,73.0,,10.0,3.0,1.0,25.0,3.0,1.0,45.0,,1.0,10.0,6.0,4.0,18.0,36.0,17.0,1.0
2015-06-30,6.0,6.0,62.0,,8.0,2.0,3.0,16.0,2.0,2.0,27.0,3.0,2.0,10.0,7.0,1.0,15.0,28.0,16.0,2.0
2015-07-01,5.0,2.0,92.0,1.0,13.0,3.0,7.0,23.0,1.0,9.0,31.0,,4.0,3.0,6.0,5.0,22.0,28.0,17.0,1.0
2015-07-02,3.0,12.0,133.0,,6.0,6.0,7.0,19.0,2.0,7.0,29.0,,,9.0,4.0,7.0,14.0,29.0,21.0,1.0
2015-07-03,1.0,11.0,80.0,1.0,7.0,4.0,5.0,12.0,1.0,9.0,36.0,2.0,2.0,9.0,1.0,9.0,11.0,33.0,11.0,1.0
2015-07-04,4.0,7.0,34.0,4.0,3.0,10.0,1.0,1.0,,1.0,22.0,1.0,,5.0,2.0,2.0,11.0,18.0,20.0,1.0
2015-07-05,3.0,10.0,50.0,,6.0,7.0,6.0,11.0,,1.0,24.0,1.0,,4.0,3.0,4.0,20.0,24.0,21.0,1.0
2015-07-06,5.0,10.0,68.0,1.0,7.0,2.0,2.0,17.0,3.0,4.0,26.0,1.0,2.0,11.0,4.0,9.0,28.0,35.0,23.0,1.0
2015-07-07,1.0,6.0,70.0,1.0,9.0,2.0,3.0,10.0,5.0,11.0,41.0,2.0,,14.0,3.0,3.0,14.0,29.0,18.0,1.0
2015-07-08,1.0,8.0,82.0,2.0,10.0,5.0,4.0,21.0,3.0,10.0,20.0,2.0,3.0,11.0,6.0,3.0,19.0,37.0,19.0,1.0
2015-07-09,4.0,11.0,59.0,,8.0,,6.0,16.0,2.0,6.0,26.0,,,11.0,7.0,3.0,19.0,30.0,18.0,
2015-07-10,1.0,12.0,69.0,2.0,3.0,5.0,4.0,14.0,1.0,7.0,34.0,1.0,3.0,7.0,2.0,6.0,19.0,24.0,20.0,
2015-07-11,4.0,10.0,67.0,2.0,6.0,7.0,4.0,16.0,,5.0,30.0,,1.0,7.0,4.0,7.0,21.0,22.0,15.0,1.0
2015-07-12,2.0,13.0,33.0,1.0,10.0,6.0,1.0,13.0,1.0,3.0,26.0,,1.0,11.0,4.0,4.0,18.0,20.0,16.0,3.0
2015-07-13,4.0,6.0,59.0,2.0,7.0,1.0,2.0,13.0,1.0,5.0,31.0,1.0,1.0,9.0,1.0,3.0,14.0,37.0,17.0,
2015-07-14,5.0,9.0,125.0,1.0,14.0,2.0,3.0,20.0,1.0,7.0,22.0,1.0,3.0,11.0,5.0,4.0,27.0,29.0,22.0,1.0
2015-07-15,5.0,6.0,107.0,1.0,7.0,1.0,2.0,14.0,,13.0,25.0,1.0,3.0,6.0,5.0,2.0,12.0,28.0,15.0,1.0
2015-07-16,1.0,3.0,80.0,3.0,7.0,3.0,4.0,11.0,4.0,10.0,19.0,1.0,2.0,6.0,,2.0,24.0,24.0,18.0,
