Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Rape,Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vandalism/Criminal Mischief,Weapon Violations
2008-07-20,7.0,17.0,61.0,1.0,16.0,3.0,3.0,4.0,2.0,11.0,26.0,1.0,,6.0,5.0,7.0,8.0,24.0,20.0,3.0
2008-07-21,6.0,9.0,77.0,5.0,23.0,1.0,10.0,8.0,3.0,9.0,24.0,4.0,,14.0,1.0,4.0,22.0,23.0,28.0,1.0
2008-07-22,6.0,11.0,71.0,2.0,15.0,5.0,11.0,13.0,4.0,25.0,25.0,2.0,1.0,12.0,2.0,6.0,20.0,33.0,27.0,2.0
2008-07-23,2.0,8.0,76.0,5.0,12.0,6.0,8.0,13.0,3.0,21.0,21.0,1.0,4.0,14.0,4.0,5.0,19.0,24.0,19.0,1.0
2008-07-24,3.0,13.0,81.0,5.0,16.0,3.0,6.0,17.0,4.0,24.0,30.0,1.0,2.0,16.0,6.0,4.0,23.0,24.0,23.0,2.0
2008-07-25,1.0,12.0,66.0,5.0,18.0,4.0,7.0,14.0,9.0,27.0,25.0,,1.0,16.0,4.0,11.0,18.0,16.0,19.0,1.0
2008-07-26,9.0,8.0,40.0,2.0,14.0,6.0,10.0,8.0,2.0,31.0,30.0,1.0,2.0,10.0,2.0,5.0,26.0,25.0,22.0,1.0
2008-07-27,5.0,7.0,44.0,,11.0,10.0,8.0,3.0,5.0,9.0,24.0,4.0,,18.0,4.0,5.0,28.0,19.0,29.0,3.0
2008-07-28,2.0,11.0,36.0,1.0,13.0,4.0,2.0,18.0,6.0,11.0,32.0,2.0,2.0,10.0,6.0,2.0,23.0,31.0,33.0,2.0
2008-07-29,4.0,15.0,59.0,4.0,17.0,4.0,5.0,18.0,6.0,19.0,33.0,2.0,1.0,13.0,3.0,7.0,30.0,35.0,31.0,1.0
2008-07-30,11.0,13.0,69.0,4.0,18.0,10.0,3.0,19.0,10.0,15.0,31.0,1.0,1.0,21.0,8.0,6.0,21.0,28.0,24.0,1.0
2008-07-31,4.0,14.0,56.0,3.0,13.0,5.0,4.0,16.0,4.0,17.0,21.0,3.0,1.0,16.0,3.0,5.0,24.0,27.0,23.0,1.0
2008-08-01,2.0,6.0,68.0,4.0,12.0,10.0,5.0,13.0,6.0,19.0,34.0,2.0,,17.0,5.0,10.0,23.0,26.0,23.0,1.0
2008-08-02,3.0,13.0,76.0,3.0,15.0,10.0,6.0,5.0,6.0,23.0,23.0,,4.0,14.0,4.0,4.0,15.0,19.0,18.0,1.0
2008-08-03,7.0,11.0,65.0,1.0,11.0,6.0,4.0,4.0,5.0,7.0,25.0,1.0,4.0,11.0,1.0,3.0,12.0,17.0,30.0,
2008-08-04,4.0,10.0,77.0,5.0,26.0,9.0,1.0,16.0,7.0,10.0,20.0,3.0,1.0,15.0,3.0,4.0,19.0,31.0,24.0,2.0
2008-08-05,6.0,13.0,90.0,2.0,17.0,9.0,5.0,11.0,8.0,41.0,29.0,2.0,3.0,19.0,2.0,6.0,23.0,31.0,27.0,1.0
2008-08-06,3.0,3.0,70.0,1.0,19.0,7.0,1.0,25.0,1.0,21.0,26.0,1.0,,9.0,5.0,3.0,13.0,26.0,24.0,1.0
2008-08-07,1.0,8.0,86.0,3.0,17.0,2.0,7.0,19.0,4.0,19.0,19.0,3.0,1.0,9.0,7.0,7.0,35.0,37.0,19.0,2.0
2008-08-08,5.0,15.0,57.0,4.0,7.0,6.0,4.0,15.0,6.0,23.0,30.0,,4.0,9.0,2.0,12.0,13.0,32.0,23.0,1.0
2008-08-09,2.0,9.0,53.0,3.0,13.0,4.0,11.0,8.0,8.0,21.0,25.0,1.0,,12.0,3.0,3.0,20.0,30.0,31.0,7.0
2008-08-10,4.0,11.0,67.0,4.0,5.0,9.0,5.0,7.0,,8.0,24.0,1.0,4.0,5.0,4.0,7.0,14.0,22.0,24.0,
2008-08-11,4.0,5.0,55.0,5.0,12.0,4.0,6.0,20.0,9.0,12.0,30.0,4.0,,13.0,4.0,6.0,21.0,39.0,23.0,5.0
2008-08-12,1.0,8.0,89.0,2.0,16.0,7.0,8.0,12.0,,32.0,28.0,2.0,2.0,12.0,6.0,3.0,26.0,30.0,28.0,1.0
2008-08-13,4.0,11.0,85.0,2.0,15.0,4.0,11.0,28.0,5.0,37.0,23.0,5.0,4.0,18.0,2.0,3.0,11.0,29.0,21.0,
2008-08-14,3.0,7.0,69.0,3.0,17.0,7.0,1.0,20.0,5.0,35.0,23.0,,,15.0,2.0,5.0,17.0,31.0,23.0,1.0
2008-08-15,,9.0,46.0,1.0,15.0,5.0,7.0,12.0,2.0,28.0,28.0,1.0,,13.0,3.0,4.0,13.0,29.0,19.0,4.0
2008-08-16,3.0,15.0,60.0,2.0,21.0,9.0,3.0,10.0,4.0,28.0,19.0,,2.0,8.0,8.0,7.0,15.0,20.0,24.0,1.0
2008-08-17,5.0,13.0,58.0,1.0,13.0,12.0,7.0,4.0,2.0,14.0,31.0,2.0,1.0,12.0,5.0,5.0,17.0,29.0,26.0,1.0
2008-08-18,3.0,11.0,71.0,4.0,18.0,7.0,3.0,14.0,8.0,25.0,28.0,5.0,1.0,16.0,6.0,6.0,20.0,42.0,33.0,
2008-08-19,4.0,13.0,95.0,1.0,20.0,4.0,5.0,12.0,5.0,30.0,26.0,1.0,1.0,11.0,3.0,9.0,16.0,26.0,32.0,
2008-08-20,3.0,5.0,88.0,2.0,16.0,3.0,2.0,25.0,4.0,17.0,13.0,,,14.0,3.0,6.0,21.0,42.0,16.0,5.0
2008-08-21,4.0,11.0,76.0,4.0,13.0,6.0,5.0,14.0,1.0,30.0,35.0,,2.0,8.0,2.0,4.0,19.0,23.0,17.0,1.0
2008-08-22,7.0,8.0,40.0,3.0,15.0,2.0,3.0,13.0,7.0,25.0,24.0,2.0,1.0,15.0,5.0,7.0,23.0,33.0,29.0,4.0
2008-08-23,3.0,9.0,51.0,1.0,12.0,13.0,9.0,8.0,3.0,29.0,34.0,1.0,,17.0,4.0,3.0,12.0,24.0,15.0,1.0
2008-08-24,2.0,11.0,52.0,3.0,14.0,9.0,6.0,2.0,2.0,13.0,37.0,1.0,3.0,9.0,5.0,7.0,16.0,20.0,25.0,1.0
2008-08-25,2.0,5.0,49.0,3.0,25.0,3.0,3.0,24.0,2.0,11.0,35.0,4.0,3.0,11.0,6.0,6.0,19.0,40.0,34.0,2.0
2008-08-26,10.0,12.0,68.0,6.0,10.0,3.0,5.0,20.0,6.0,22.0,35.0,3.0,1.0,15.0,7.0,3.0,19.0,41.0,25.0,
2008-08-27,3.0,11.0,70.0,6.0,5.0,3.0,4.0,15.0,3.0,22.0,26.0,,3.0,8.0,12.0,6.0,20.0,35.0,24.0,2.0
2008-08-28,2.0,4.0,74.0,5.0,11.0,4.0,7.0,19.0,3.0,27.0,26.0,,1.0,9.0,7.0,4.0,21.0,28.0,20.0,3.0
2008-08-29,2.0,6.0,50.0,2.0,19.0,6.0,4.0,15.0,3.0,24.0,35.0,1.0,,10.0,5.0,5.0,19.0,33.0,28.0,1.0
2008-08-30,6.0,10.0,32.0,3.0,10.0,14.0,6.0,4.0,3.0,18.0,29.0,4.0,,12.0,6.0,9.0,9.0,16.0,22.0,1.0
2008-08-31,3.0,8.0,75.0,2.0,11.0,12.0,9.0,1.0,,12.0,21.0,,,15.0,6.0,6.0,13.0,17.0,21.0,1.0
2008-09-01,5.0,6.0,34.0,2.0,11.0,6.0,9.0,1.0,3.0,9.0,33.0,,,10.0,4.0,11.0,15.0,33.0,24.0,1.0
2008-09-02,9.0,10.0,50.0,4.0,17.0,4.0,3.0,18.0,6.0,34.0,31.0,5.0,,21.0,6.0,3.0,22.0,40.0,22.0,1.0
2008-09-03,4.0,7.0,51.0,2.0,22.0,5.0,4.0,30.0,3.0,26.0,27.0,3.0,1.0,20.0,4.0,6.0,23.0,42.0,25.0,3.0
2008-09-04,2.0,4.0,38.0,1.0,17.0,,2.0,17.0,1.0,21.0,30.0,1.0,2.0,10.0,4.0,7.0,22.0,21.0,16.0,4.0
2008-09-05,2.0,6.0,29.0,4.0,8.0,4.0,8.0,17.0,5.0,21.0,30.0,1.0,2.0,11.0,3.0,5.0,15.0,32.0,18.0,5.0
2008-09-06,5.0,10.0,36.0,1.0,13.0,7.0,5.0,8.0,4.0,11.0,21.0,2.0,1.0,12.0,7.0,4.0,19.0,26.0,21.0,5.0
2008-09-07,1.0,5.0,35.0,3.0,8.0,15.0,6.0,3.0,1.0,6.0,22.0,,,11.0,5.0,4.0,22.0,20.0,32.0,
2008-09-08,4.0,4.0,34.0,8.0,21.0,3.0,4.0,22.0,4.0,14.0,26.0,2.0,5.0,11.0,7.0,4.0,26.0,27.0,23.0,3.0
2008-09-09,1.0,9.0,49.0,1.0,16.0,5.0,5.0,10.0,2.0,21.0,30.0,2.0,3.0,22.0,5.0,3.0,19.0,29.0,18.0,2.0
2008-09-10,3.0,9.0,57.0,3.0,19.0,10.0,4.0,18.0,5.0,20.0,39.0,2.0,1.0,15.0,7.0,5.0,19.0,33.0,18.0,2.0
2008-09-11,3.0,7.0,35.0,,10.0,1.0,6.0,19.0,5.0,12.0,22.0,1.0,,16.0,2.0,5.0,16.0,26.0,22.0,3.0
2008-09-12,1.0,9.0,27.0,2.0,10.0,7.0,8.0,21.0,3.0,19.0,24.0,,2.0,9.0,,5.0,19.0,31.0,15.0,2.0
2008-09-13,5.0,8.0,35.0,1.0,13.0,19.0,6.0,4.0,4.0,32.0,24.0,3.0,,11.0,4.0,4.0,17.0,16.0,28.0,
2008-09-14,3.0,7.0,58.0,2.0,14.0,10.0,13.0,8.0,1.0,11.0,36.0,1.0,1.0,11.0,7.0,5.0,25.0,19.0,24.0,3.0
2008-09-15,4.0,5.0,41.0,5.0,13.0,5.0,4.0,15.0,1.0,9.0,40.0,,1.0,16.0,2.0,3.0,21.0,22.0,22.0,2.0
2008-09-16,5.0,14.0,41.0,2.0,19.0,2.0,6.0,7.0,2.0,28.0,26.0,1.0,1.0,11.0,2.0,8.0,29.0,25.0,28.0,6.0
2008-09-17,1.0,8.0,45.0,2.0,15.0,3.0,7.0,11.0,8.0,14.0,36.0,,1.0,16.0,2.0,11.0,8.0,33.0,12.0,2.0
2008-09-18,7.0,14.0,39.0,3.0,16.0,4.0,3.0,25.0,5.0,24.0,36.0,3.0,2.0,12.0,4.0,5.0,23.0,37.0,16.0,1.0
2008-09-19,3.0,14.0,36.0,4.0,13.0,12.0,11.0,17.0,2.0,21.0,29.0,1.0,2.0,10.0,4.0,7.0,24.0,27.0,34.0,3.0
2008-09-20,8.0,12.0,36.0,,11.0,12.0,9.0,5.0,4.0,11.0,31.0,,1.0,8.0,8.0,9.0,28.0,28.0,23.0,4.0
2008-09-21,12.0,16.0,61.0,3.0,12.0,10.0,5.0,7.0,3.0,16.0,42.0,,1.0,11.0,5.0,7.0,20.0,22.0,22.0,
2008-09-22,1.0,7.0,35.0,4.0,15.0,6.0,3.0,20.0,5.0,4.0,33.0,4.0,1.0,14.0,5.0,6.0,29.0,30.0,28.0,2.0
2008-09-23,5.0,10.0,52.0,6.0,17.0,6.0,5.0,12.0,4.0,17.0,26.0,4.0,5.0,13.0,4.0,5.0,18.0,27.0,15.0,3.0
2008-09-24,6.0,15.0,34.0,3.0,11.0,5.0,10.0,19.0,5.0,27.0,24.0,3.0,2.0,10.0,7.0,7.0,22.0,26.0,16.0,5.0
2008-09-25,3.0,6.0,29.0,4.0,19.0,5.0,6.0,13.0,3.0,16.0,41.0,1.0,2.0,10.0,2.0,11.0,20.0,24.0,18.0,3.0
2008-09-26,7.0,12.0,36.0,3.0,18.0,9.0,7.0,15.0,3.0,24.0,26.0,1.0,1.0,12.0,5.0,8.0,32.0,30.0,17.0,1.0
2008-09-27,7.0,11.0,42.0,1.0,10.0,13.0,12.0,16.0,2.0,14.0,23.0,1.0,,12.0,11.0,4.0,31.0,20.0,25.0,4.0
2008-09-28,4.0,13.0,43.0,4.0,14.0,9.0,7.0,6.0,4.0,9.0,24.0,1.0,2.0,12.0,6.0,14.0,23.0,16.0,28.0,1.0
2008-09-29,2.0,5.0,35.0,3.0,15.0,7.0,1.0,17.0,3.0,6.0,31.0,2.0,2.0,8.0,3.0,3.0,13.0,28.0,22.0,4.0
2008-09-30,,16.0,39.0,4.0,23.0,5.0,3.0,16.0,4.0,11.0,31.0,2.0,,12.0,5.0,5.0,22.0,15.0,29.0,1.0
2008-10-01,3.0,7.0,56.0,1.0,7.0,6.0,2.0,11.0,3.0,24.0,30.0,1.0,1.0,13.0,10.0,6.0,17.0,23.0,20.0,3.0
2008-10-02,1.0,7.0,36.0,3.0,10.0,8.0,9.0,14.0,4.0,15.0,30.0,1.0,2.0,12.0,3.0,6.0,31.0,26.0,26.0,5.0
2008-10-03,5.0,10.0,35.0,1.0,15.0,9.0,7.0,24.0,6.0,27.0,31.0,1.0,,19.0,6.0,6.0,19.0,25.0,25.0,1.0
2008-10-04,7.0,11.0,36.0,3.0,13.0,8.0,7.0,8.0,7.0,16.0,22.0,1.0,1.0,9.0,5.0,7.0,14.0,21.0,29.0,1.0
2008-10-05,4.0,10.0,36.0,3.0,10.0,15.0,4.0,3.0,3.0,11.0,22.0,1.0,2.0,13.0,7.0,4.0,25.0,24.0,23.0,1.0
2008-10-06,4.0,7.0,23.0,4.0,11.0,5.0,5.0,19.0,6.0,8.0,20.0,4.0,1.0,4.0,9.0,8.0,21.0,27.0,33.0,2.0
2008-10-07,2.0,7.0,52.0,3.0,12.0,1.0,6.0,16.0,1.0,15.0,39.0,4.0,1.0,12.0,2.0,6.0,18.0,33.0,17.0,3.0
2008-10-08,10.0,7.0,55.0,4.0,19.0,1.0,6.0,10.0,3.0,16.0,36.0,1.0,3.0,7.0,5.0,9.0,33.0,27.0,23.0,1.0
2008-10-09,1.0,9.0,62.0,5.0,17.0,11.0,7.0,12.0,4.0,27.0,26.0,2.0,,5.0,6.0,8.0,17.0,40.0,27.0,5.0
2008-10-10,2.0,6.0,35.0,1.0,14.0,3.0,10.0,12.0,1.0,18.0,38.0,1.0,,17.0,9.0,2.0,29.0,24.0,16.0,5.0
2008-10-11,4.0,4.0,38.0,4.0,18.0,5.0,4.0,7.0,3.0,16.0,28.0,,,13.0,7.0,2.0,21.0,17.0,22.0,
2008-10-12,,11.0,35.0,7.0,16.0,13.0,9.0,5.0,3.0,9.0,36.0,,1.0,7.0,4.0,6.0,25.0,20.0,24.0,4.0
2008-10-13,3.0,9.0,59.0,7.0,12.0,4.0,4.0,9.0,3.0,12.0,34.0,5.0,3.0,13.0,4.0,3.0,28.0,28.0,27.0,2.0
2008-10-14,8.0,13.0,45.0,5.0,13.0,5.0,4.0,11.0,5.0,23.0,39.0,1.0,1.0,21.0,11.0,4.0,25.0,31.0,27.0,9.0
2008-10-15,,5.0,47.0,1.0,11.0,9.0,3.0,20.0,3.0,22.0,37.0,1.0,1.0,11.0,8.0,7.0,17.0,41.0,17.0,2.0
2008-10-16,,14.0,37.0,1.0,18.0,10.0,9.0,11.0,4.0,23.0,32.0,8.0,1.0,15.0,2.0,9.0,36.0,42.0,26.0,6.0
2008-10-17,4.0,12.0,29.0,3.0,9.0,5.0,3.0,12.0,5.0,24.0,32.0,4.0,,10.0,4.0,9.0,16.0,36.0,19.0,7.0
2008-10-18,6.0,11.0,32.0,1.0,12.0,13.0,8.0,7.0,3.0,10.0,32.0,,1.0,6.0,9.0,11.0,24.0,20.0,21.0,1.0
2008-10-19,4.0,6.0,38.0,4.0,16.0,13.0,5.0,4.0,5.0,7.0,31.0,2.0,1.0,10.0,9.0,3.0,16.0,29.0,30.0,1.0
2008-10-20,6.0,13.0,32.0,3.0,18.0,3.0,3.0,14.0,6.0,5.0,35.0,1.0,,10.0,6.0,6.0,22.0,30.0,17.0,2.0
2008-10-21,4.0,10.0,31.0,3.0,18.0,2.0,6.0,20.0,4.0,20.0,26.0,1.0,,7.0,4.0,4.0,19.0,31.0,24.0,1.0
2008-10-22,7.0,4.0,41.0,3.0,13.0,4.0,2.0,8.0,3.0,19.0,32.0,,2.0,9.0,8.0,7.0,25.0,25.0,18.0,4.0
2008-10-23,4.0,8.0,39.0,3.0,10.0,3.0,4.0,10.0,2.0,21.0,30.0,2.0,1.0,9.0,6.0,6.0,27.0,29.0,25.0,3.0
2008-10-24,4.0,7.0,34.0,3.0,15.0,7.0,6.0,16.0,1.0,25.0,31.0,,1.0,5.0,2.0,6.0,17.0,27.0,29.0,4.0
2008-10-25,5.0,9.0,31.0,2.0,12.0,9.0,3.0,3.0,4.0,16.0,26.0,3.0,1.0,9.0,9.0,4.0,23.0,27.0,21.0,2.0
2008-10-26,7.0,10.0,39.0,6.0,7.0,14.0,3.0,4.0,2.0,4.0,26.0,,2.0,8.0,6.0,6.0,26.0,20.0,25.0,
2008-10-27,3.0,9.0,33.0,1.0,16.0,5.0,8.0,11.0,3.0,11.0,18.0,4.0,,7.0,10.0,6.0,23.0,19.0,27.0,3.0
2008-10-28,1.0,7.0,22.0,1.0,16.0,7.0,3.0,10.0,1.0,12.0,26.0,4.0,,9.0,9.0,8.0,30.0,22.0,19.0,1.0
2008-10-29,3.0,7.0,31.0,2.0,10.0,4.0,13.0,12.0,4.0,9.0,23.0,1.0,1.0,10.0,2.0,2.0,15.0,32.0,24.0,3.0
2008-10-30,5.0,18.0,30.0,3.0,20.0,8.0,29.0,16.0,5.0,13.0,43.0,1.0,2.0,6.0,5.0,6.0,35.0,43.0,106.0,1.0
2008-10-31,4.0,10.0,31.0,2.0,14.0,9.0,11.0,11.0,1.0,12.0,44.0,1.0,,8.0,9.0,6.0,16.0,21.0,48.0,
2008-11-01,3.0,11.0,21.0,1.0,8.0,9.0,11.0,3.0,5.0,12.0,28.0,2.0,1.0,16.0,10.0,10.0,17.0,22.0,36.0,3.0
2008-11-02,4.0,8.0,45.0,2.0,12.0,8.0,6.0,3.0,2.0,10.0,32.0,3.0,,8.0,8.0,8.0,20.0,19.0,32.0,2.0
2008-11-03,1.0,11.0,23.0,6.0,16.0,6.0,5.0,7.0,5.0,13.0,28.0,,,14.0,7.0,7.0,31.0,33.0,34.0,
2008-11-04,1.0,7.0,56.0,4.0,13.0,6.0,4.0,11.0,4.0,13.0,26.0,1.0,,14.0,6.0,5.0,25.0,25.0,27.0,2.0
2008-11-05,,7.0,36.0,3.0,19.0,5.0,4.0,22.0,1.0,16.0,15.0,1.0,3.0,13.0,7.0,7.0,22.0,28.0,29.0,1.0
2008-11-06,4.0,9.0,46.0,1.0,13.0,5.0,6.0,13.0,1.0,13.0,18.0,,1.0,14.0,8.0,9.0,23.0,29.0,24.0,
2008-11-07,4.0,7.0,28.0,1.0,17.0,6.0,4.0,13.0,2.0,24.0,26.0,3.0,1.0,7.0,4.0,9.0,25.0,22.0,23.0,1.0
2008-11-08,1.0,3.0,37.0,1.0,9.0,15.0,6.0,10.0,3.0,14.0,19.0,,1.0,9.0,4.0,2.0,21.0,26.0,33.0,1.0
2008-11-09,1.0,7.0,29.0,4.0,11.0,9.0,1.0,8.0,2.0,11.0,30.0,,1.0,12.0,5.0,4.0,23.0,14.0,31.0,
2008-11-10,2.0,7.0,28.0,4.0,10.0,8.0,,21.0,2.0,8.0,27.0,2.0,1.0,7.0,7.0,9.0,27.0,34.0,39.0,3.0
2008-11-11,2.0,7.0,37.0,3.0,8.0,11.0,5.0,14.0,2.0,20.0,25.0,,,13.0,4.0,7.0,23.0,23.0,21.0,3.0
2008-11-12,3.0,3.0,32.0,6.0,15.0,4.0,3.0,16.0,2.0,15.0,21.0,1.0,,21.0,9.0,2.0,13.0,31.0,19.0,3.0
2008-11-13,6.0,2.0,34.0,4.0,16.0,10.0,3.0,21.0,2.0,20.0,22.0,1.0,,15.0,9.0,6.0,16.0,28.0,16.0,1.0
2008-11-14,3.0,7.0,37.0,,11.0,8.0,6.0,14.0,4.0,19.0,30.0,3.0,3.0,8.0,5.0,8.0,22.0,19.0,15.0,4.0
2008-11-15,5.0,14.0,38.0,3.0,7.0,16.0,4.0,10.0,2.0,27.0,22.0,1.0,,13.0,5.0,4.0,22.0,28.0,21.0,
2008-11-16,2.0,12.0,20.0,3.0,15.0,13.0,4.0,3.0,,9.0,36.0,,,8.0,3.0,7.0,24.0,21.0,27.0,2.0
2008-11-17,2.0,4.0,18.0,4.0,13.0,8.0,5.0,22.0,2.0,10.0,35.0,,2.0,11.0,13.0,9.0,21.0,28.0,27.0,4.0
2008-11-18,1.0,3.0,22.0,1.0,17.0,7.0,7.0,12.0,1.0,19.0,19.0,2.0,1.0,15.0,5.0,3.0,21.0,25.0,23.0,2.0
2008-11-19,2.0,5.0,31.0,6.0,17.0,6.0,3.0,15.0,1.0,11.0,26.0,2.0,2.0,14.0,8.0,5.0,13.0,31.0,19.0,4.0
2008-11-20,4.0,11.0,29.0,,12.0,3.0,1.0,4.0,4.0,13.0,17.0,1.0,1.0,5.0,8.0,7.0,21.0,17.0,11.0,3.0
2008-11-21,3.0,5.0,40.0,1.0,20.0,7.0,2.0,19.0,2.0,17.0,54.0,3.0,1.0,17.0,4.0,8.0,22.0,28.0,24.0,3.0
2008-11-22,,4.0,30.0,1.0,18.0,24.0,7.0,9.0,,15.0,20.0,,,14.0,4.0,3.0,15.0,22.0,21.0,4.0
2008-11-23,3.0,9.0,31.0,2.0,4.0,17.0,4.0,6.0,2.0,8.0,16.0,1.0,,9.0,8.0,5.0,21.0,16.0,26.0,1.0
2008-11-24,5.0,9.0,21.0,2.0,11.0,7.0,3.0,15.0,1.0,6.0,27.0,5.0,1.0,11.0,6.0,14.0,22.0,48.0,22.0,2.0
2008-11-25,7.0,4.0,28.0,3.0,10.0,7.0,3.0,15.0,2.0,19.0,29.0,3.0,1.0,9.0,3.0,3.0,25.0,27.0,25.0,1.0
2008-11-26,2.0,6.0,41.0,1.0,16.0,7.0,2.0,18.0,2.0,27.0,35.0,,2.0,11.0,6.0,6.0,17.0,30.0,15.0,5.0
2008-11-27,8.0,6.0,13.0,,8.0,7.0,4.0,1.0,,3.0,21.0,1.0,,4.0,9.0,6.0,13.0,14.0,16.0,1.0
2008-11-28,5.0,5.0,41.0,2.0,14.0,12.0,6.0,14.0,6.0,18.0,16.0,,1.0,9.0,5.0,6.0,24.0,23.0,26.0,1.0
2008-11-29,4.0,8.0,50.0,1.0,10.0,15.0,3.0,9.0,4.0,24.0,20.0,2.0,,12.0,5.0,3.0,23.0,20.0,19.0,4.0
2008-11-30,5.0,3.0,61.0,2.0,16.0,16.0,6.0,8.0,2.0,16.0,24.0,,1.0,8.0,,2.0,18.0,12.0,24.0,5.0
2008-12-01,9.0,6.0,33.0,2.0,27.0,7.0,2.0,19.0,,7.0,30.0,1.0,,16.0,7.0,3.0,26.0,20.0,29.0,1.0
2008-12-02,4.0,8.0,27.0,3.0,17.0,8.0,7.0,16.0,,23.0,15.0,3.0,4.0,15.0,4.0,8.0,18.0,23.0,13.0,7.0
2008-12-03,3.0,7.0,47.0,,17.0,5.0,1.0,18.0,2.0,14.0,28.0,5.0,4.0,7.0,3.0,12.0,14.0,23.0,19.0,5.0
2008-12-04,1.0,7.0,37.0,3.0,17.0,10.0,4.0,11.0,1.0,16.0,28.0,4.0,2.0,9.0,2.0,4.0,20.0,30.0,9.0,6.0
2008-12-05,5.0,12.0,37.0,4.0,13.0,3.0,4.0,11.0,,14.0,36.0,,,13.0,1.0,8.0,15.0,30.0,24.0,4.0
2008-12-06,11.0,3.0,31.0,6.0,11.0,10.0,4.0,11.0,1.0,16.0,22.0,,1.0,8.0,5.0,6.0,24.0,22.0,24.0,3.0
2008-12-07,8.0,4.0,31.0,2.0,4.0,14.0,3.0,11.0,4.0,7.0,15.0,1.0,,7.0,5.0,3.0,20.0,25.0,28.0,2.0
2008-12-08,3.0,7.0,22.0,7.0,13.0,4.0,6.0,13.0,1.0,12.0,21.0,3.0,,10.0,7.0,5.0,20.0,13.0,17.0,1.0
2008-12-09,2.0,7.0,36.0,5.0,22.0,7.0,3.0,16.0,4.0,17.0,26.0,3.0,,10.0,3.0,3.0,25.0,26.0,23.0,2.0
2008-12-10,4.0,17.0,41.0,3.0,17.0,8.0,2.0,12.0,4.0,13.0,31.0,,1.0,10.0,7.0,8.0,17.0,30.0,23.0,3.0
2008-12-11,5.0,10.0,25.0,6.0,13.0,10.0,1.0,18.0,2.0,9.0,30.0,,2.0,2.0,6.0,5.0,16.0,28.0,15.0,2.0
2008-12-12,3.0,10.0,32.0,1.0,23.0,9.0,6.0,16.0,,19.0,29.0,,,14.0,8.0,10.0,22.0,14.0,26.0,3.0
2008-12-13,1.0,5.0,63.0,3.0,19.0,21.0,7.0,6.0,5.0,33.0,21.0,1.0,1.0,14.0,2.0,7.0,24.0,21.0,22.0,5.0
2008-12-14,3.0,7.0,40.0,1.0,12.0,11.0,1.0,6.0,,11.0,25.0,1.0,,13.0,7.0,9.0,15.0,17.0,23.0,2.0
2008-12-15,,4.0,28.0,3.0,18.0,10.0,1.0,25.0,3.0,12.0,32.0,2.0,,14.0,5.0,5.0,19.0,33.0,26.0,2.0
2008-12-16,2.0,9.0,46.0,4.0,18.0,11.0,6.0,17.0,1.0,23.0,25.0,3.0,1.0,15.0,4.0,4.0,19.0,27.0,20.0,5.0
2008-12-17,3.0,12.0,33.0,2.0,28.0,8.0,4.0,10.0,2.0,25.0,23.0,4.0,3.0,11.0,11.0,6.0,18.0,28.0,18.0,1.0
2008-12-18,2.0,9.0,47.0,2.0,16.0,4.0,7.0,15.0,3.0,25.0,18.0,3.0,,8.0,4.0,2.0,21.0,20.0,14.0,6.0
2008-12-19,2.0,11.0,30.0,,12.0,9.0,1.0,16.0,,22.0,23.0,3.0,3.0,12.0,8.0,7.0,21.0,26.0,16.0,4.0
2008-12-20,3.0,5.0,27.0,,16.0,19.0,3.0,9.0,4.0,18.0,17.0,,1.0,11.0,5.0,7.0,20.0,24.0,25.0,2.0
2008-12-21,1.0,6.0,13.0,,13.0,13.0,5.0,5.0,3.0,6.0,11.0,1.0,,7.0,3.0,5.0,15.0,8.0,24.0,1.0
2008-12-22,,7.0,19.0,4.0,21.0,5.0,1.0,17.0,1.0,6.0,17.0,2.0,,17.0,4.0,4.0,17.0,24.0,19.0,3.0
2008-12-23,2.0,9.0,26.0,4.0,15.0,2.0,5.0,15.0,1.0,18.0,20.0,4.0,1.0,12.0,13.0,4.0,16.0,28.0,20.0,
2008-12-24,7.0,6.0,22.0,,8.0,7.0,3.0,13.0,,3.0,17.0,1.0,,4.0,11.0,1.0,14.0,22.0,13.0,2.0
2008-12-25,3.0,7.0,11.0,4.0,11.0,2.0,1.0,1.0,1.0,1.0,12.0,,,11.0,10.0,1.0,11.0,8.0,16.0,2.0
2008-12-26,8.0,7.0,49.0,2.0,13.0,19.0,2.0,17.0,4.0,30.0,11.0,1.0,,11.0,6.0,8.0,14.0,25.0,17.0,3.0
2008-12-27,2.0,13.0,41.0,1.0,13.0,17.0,8.0,6.0,1.0,19.0,14.0,1.0,,9.0,11.0,4.0,18.0,9.0,28.0,1.0
2008-12-28,2.0,3.0,45.0,4.0,14.0,7.0,4.0,3.0,,7.0,31.0,3.0,,7.0,6.0,6.0,16.0,20.0,34.0,1.0
2008-12-29,7.0,4.0,64.0,2.0,12.0,12.0,2.0,20.0,4.0,8.0,20.0,2.0,,15.0,7.0,4.0,20.0,25.0,19.0,1.0
