Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vandalism/Criminal Mischief,Weapon Violations
2014-03-17,2.0,11.0,55.0,,13.0,10.0,2.0,22.0,3.0,27.0,41.0,3.0,,10.0,5.0,8.0,24.0,30.0,27.0,2.0
2014-03-18,3.0,9.0,90.0,,18.0,10.0,6.0,31.0,3.0,48.0,55.0,5.0,11.0,28.0,5.0,9.0,18.0,56.0,27.0,4.0
2014-03-19,1.0,10.0,53.0,3.0,19.0,8.0,7.0,27.0,5.0,24.0,63.0,1.0,6.0,28.0,3.0,7.0,26.0,56.0,26.0,3.0
2014-03-20,8.0,9.0,91.0,3.0,23.0,9.0,15.0,24.0,5.0,28.0,56.0,6.0,6.0,24.0,1.0,7.0,21.0,39.0,24.0,7.0
2014-03-21,1.0,16.0,137.0,2.0,28.0,9.0,14.0,25.0,5.0,40.0,70.0,3.0,2.0,23.0,1.0,5.0,19.0,33.0,35.0,5.0
2014-03-22,8.0,8.0,98.0,2.0,10.0,11.0,4.0,16.0,2.0,15.0,44.0,1.0,3.0,15.0,3.0,7.0,29.0,32.0,34.0,
2014-03-23,14.0,16.0,94.0,1.0,11.0,16.0,2.0,12.0,2.0,11.0,48.0,1.0,,14.0,7.0,8.0,29.0,31.0,36.0,
2014-03-24,3.0,13.0,81.0,4.0,20.0,5.0,11.0,31.0,9.0,20.0,69.0,2.0,,14.0,3.0,10.0,22.0,51.0,26.0,4.0
2014-03-25,5.0,14.0,66.0,3.0,18.0,2.0,10.0,24.0,4.0,37.0,60.0,5.0,2.0,17.0,3.0,11.0,18.0,36.0,31.0,5.0
2014-03-26,2.0,12.0,78.0,2.0,15.0,5.0,5.0,21.0,3.0,29.0,52.0,8.0,4.0,21.0,4.0,10.0,33.0,45.0,33.0,4.0
2014-03-27,4.0,8.0,72.0,2.0,8.0,12.0,9.0,24.0,5.0,28.0,47.0,4.0,5.0,18.0,8.0,8.0,19.0,38.0,34.0,3.0
2014-03-28,4.0,7.0,64.0,2.0,21.0,6.0,9.0,33.0,2.0,35.0,54.0,3.0,4.0,15.0,6.0,4.0,22.0,38.0,22.0,3.0
2014-03-29,2.0,6.0,79.0,2.0,14.0,16.0,7.0,8.0,10.0,21.0,30.0,,,12.0,5.0,2.0,16.0,29.0,32.0,1.0
2014-03-30,4.0,9.0,58.0,3.0,8.0,5.0,2.0,5.0,2.0,7.0,41.0,,,8.0,8.0,9.0,30.0,31.0,38.0,
2014-03-31,5.0,14.0,62.0,6.0,17.0,7.0,4.0,15.0,1.0,7.0,49.0,3.0,,23.0,2.0,11.0,33.0,42.0,32.0,4.0
2014-04-01,7.0,7.0,92.0,1.0,15.0,8.0,7.0,31.0,4.0,44.0,51.0,4.0,5.0,18.0,5.0,10.0,21.0,38.0,33.0,5.0
2014-04-02,4.0,10.0,102.0,,9.0,5.0,9.0,28.0,2.0,42.0,57.0,3.0,4.0,19.0,4.0,9.0,27.0,37.0,39.0,2.0
2014-04-03,7.0,15.0,135.0,5.0,9.0,5.0,8.0,34.0,6.0,45.0,56.0,,8.0,17.0,4.0,14.0,25.0,49.0,41.0,10.0
2014-04-04,7.0,14.0,81.0,2.0,15.0,9.0,3.0,22.0,3.0,20.0,60.0,3.0,1.0,11.0,7.0,8.0,23.0,36.0,31.0,9.0
2014-04-05,4.0,10.0,85.0,3.0,12.0,10.0,6.0,16.0,5.0,20.0,54.0,1.0,,19.0,6.0,9.0,23.0,42.0,31.0,1.0
2014-04-06,10.0,12.0,92.0,2.0,14.0,14.0,2.0,8.0,5.0,18.0,45.0,2.0,,16.0,8.0,11.0,31.0,29.0,47.0,1.0
2014-04-07,4.0,8.0,76.0,4.0,23.0,8.0,1.0,26.0,6.0,8.0,58.0,2.0,4.0,17.0,12.0,5.0,29.0,54.0,35.0,3.0
2014-04-08,4.0,15.0,74.0,2.0,21.0,8.0,13.0,19.0,6.0,39.0,68.0,5.0,7.0,15.0,5.0,11.0,31.0,47.0,32.0,7.0
2014-04-09,4.0,12.0,94.0,2.0,22.0,6.0,8.0,28.0,2.0,39.0,44.0,4.0,4.0,19.0,5.0,11.0,21.0,54.0,39.0,2.0
2014-04-10,2.0,12.0,83.0,2.0,16.0,7.0,8.0,26.0,5.0,48.0,73.0,5.0,,18.0,7.0,5.0,32.0,42.0,30.0,2.0
2014-04-11,6.0,5.0,99.0,6.0,15.0,8.0,7.0,39.0,6.0,50.0,63.0,3.0,2.0,18.0,7.0,3.0,33.0,47.0,27.0,2.0
2014-04-12,6.0,15.0,133.0,2.0,10.0,7.0,12.0,14.0,1.0,31.0,52.0,1.0,3.0,17.0,8.0,7.0,22.0,34.0,44.0,
2014-04-13,6.0,11.0,110.0,2.0,19.0,11.0,9.0,7.0,5.0,9.0,60.0,1.0,,17.0,3.0,11.0,33.0,30.0,41.0,4.0
2014-04-14,5.0,7.0,123.0,4.0,19.0,2.0,7.0,24.0,4.0,23.0,42.0,,,21.0,4.0,13.0,24.0,43.0,50.0,1.0
2014-04-15,6.0,12.0,64.0,2.0,18.0,5.0,,22.0,3.0,33.0,65.0,5.0,6.0,21.0,7.0,7.0,37.0,31.0,32.0,4.0
2014-04-16,3.0,6.0,124.0,2.0,13.0,8.0,3.0,35.0,8.0,42.0,50.0,3.0,15.0,12.0,5.0,7.0,25.0,47.0,30.0,2.0
2014-04-17,5.0,2.0,134.0,1.0,20.0,7.0,6.0,35.0,2.0,35.0,50.0,3.0,9.0,7.0,9.0,14.0,29.0,48.0,31.0,4.0
2014-04-18,2.0,9.0,136.0,1.0,7.0,6.0,6.0,25.0,2.0,46.0,36.0,3.0,3.0,23.0,9.0,9.0,28.0,33.0,33.0,4.0
2014-04-19,4.0,9.0,147.0,2.0,13.0,16.0,8.0,11.0,6.0,25.0,47.0,1.0,,16.0,10.0,3.0,24.0,53.0,29.0,2.0
2014-04-20,6.0,6.0,102.0,2.0,10.0,8.0,7.0,4.0,3.0,16.0,38.0,1.0,,15.0,4.0,7.0,28.0,30.0,33.0,2.0
2014-04-21,5.0,6.0,82.0,3.0,22.0,11.0,3.0,30.0,7.0,28.0,44.0,3.0,,21.0,7.0,13.0,27.0,39.0,37.0,3.0
2014-04-22,2.0,17.0,92.0,2.0,24.0,3.0,6.0,27.0,2.0,32.0,56.0,3.0,6.0,20.0,4.0,8.0,25.0,45.0,39.0,5.0
2014-04-23,6.0,11.0,84.0,4.0,17.0,5.0,10.0,32.0,3.0,24.0,62.0,4.0,3.0,31.0,5.0,7.0,21.0,39.0,31.0,9.0
2014-04-24,4.0,8.0,102.0,2.0,22.0,5.0,8.0,28.0,9.0,29.0,64.0,5.0,4.0,24.0,5.0,9.0,23.0,47.0,35.0,6.0
2014-04-25,3.0,14.0,93.0,5.0,9.0,9.0,6.0,22.0,2.0,29.0,68.0,1.0,6.0,20.0,7.0,8.0,32.0,59.0,35.0,6.0
2014-04-26,8.0,16.0,140.0,,14.0,6.0,4.0,22.0,3.0,27.0,51.0,1.0,,25.0,4.0,3.0,36.0,42.0,24.0,4.0
2014-04-27,4.0,16.0,91.0,1.0,17.0,19.0,10.0,7.0,7.0,10.0,69.0,4.0,,17.0,4.0,9.0,21.0,32.0,37.0,2.0
2014-04-28,4.0,9.0,84.0,5.0,19.0,10.0,3.0,23.0,2.0,24.0,74.0,6.0,5.0,26.0,7.0,8.0,38.0,55.0,43.0,5.0
2014-04-29,3.0,11.0,94.0,4.0,23.0,9.0,14.0,23.0,7.0,31.0,57.0,4.0,5.0,13.0,7.0,5.0,27.0,51.0,30.0,2.0
2014-04-30,1.0,6.0,45.0,,13.0,3.0,1.0,25.0,3.0,13.0,56.0,2.0,7.0,17.0,10.0,10.0,22.0,37.0,20.0,1.0
2014-05-01,4.0,8.0,94.0,2.0,14.0,7.0,4.0,35.0,5.0,37.0,66.0,5.0,7.0,16.0,6.0,10.0,28.0,51.0,37.0,3.0
2014-05-02,10.0,15.0,151.0,6.0,12.0,16.0,12.0,24.0,8.0,41.0,63.0,,5.0,19.0,6.0,6.0,19.0,54.0,25.0,9.0
2014-05-03,15.0,8.0,137.0,2.0,12.0,7.0,10.0,18.0,4.0,24.0,32.0,1.0,,14.0,4.0,8.0,36.0,34.0,49.0,
2014-05-04,9.0,19.0,94.0,1.0,10.0,9.0,8.0,9.0,6.0,8.0,50.0,2.0,,19.0,9.0,5.0,37.0,42.0,36.0,1.0
2014-05-05,6.0,8.0,74.0,7.0,23.0,6.0,3.0,31.0,5.0,23.0,70.0,3.0,,13.0,8.0,11.0,47.0,64.0,28.0,4.0
2014-05-06,5.0,16.0,95.0,1.0,22.0,6.0,3.0,25.0,5.0,36.0,58.0,3.0,8.0,13.0,2.0,9.0,30.0,55.0,30.0,5.0
2014-05-07,3.0,16.0,109.0,5.0,18.0,4.0,6.0,23.0,3.0,33.0,65.0,3.0,2.0,19.0,4.0,12.0,21.0,52.0,44.0,7.0
2014-05-08,2.0,15.0,107.0,1.0,12.0,5.0,10.0,25.0,3.0,34.0,57.0,4.0,10.0,14.0,6.0,7.0,30.0,51.0,21.0,2.0
2014-05-09,4.0,12.0,168.0,,12.0,12.0,4.0,29.0,3.0,35.0,47.0,1.0,2.0,28.0,9.0,8.0,29.0,52.0,26.0,6.0
2014-05-10,5.0,14.0,155.0,,16.0,13.0,5.0,12.0,1.0,33.0,47.0,,4.0,15.0,12.0,6.0,29.0,47.0,35.0,5.0
2014-05-11,4.0,16.0,71.0,3.0,11.0,14.0,5.0,7.0,5.0,10.0,47.0,,,15.0,4.0,10.0,19.0,25.0,27.0,2.0
2014-05-12,3.0,12.0,116.0,2.0,15.0,7.0,11.0,30.0,5.0,11.0,69.0,3.0,,22.0,9.0,14.0,43.0,48.0,39.0,6.0
2014-05-13,10.0,22.0,91.0,3.0,13.0,6.0,8.0,23.0,2.0,30.0,55.0,5.0,4.0,28.0,9.0,6.0,27.0,60.0,38.0,8.0
2014-05-14,3.0,9.0,96.0,21.0,18.0,6.0,6.0,24.0,3.0,31.0,57.0,3.0,2.0,14.0,3.0,12.0,25.0,65.0,39.0,5.0
2014-05-15,8.0,12.0,80.0,4.0,21.0,3.0,5.0,22.0,2.0,33.0,68.0,1.0,8.0,21.0,7.0,10.0,30.0,50.0,28.0,7.0
2014-05-16,7.0,12.0,80.0,4.0,21.0,7.0,3.0,23.0,5.0,21.0,50.0,1.0,3.0,16.0,4.0,16.0,30.0,47.0,32.0,3.0
2014-05-17,7.0,18.0,128.0,3.0,16.0,9.0,8.0,17.0,7.0,21.0,60.0,1.0,,18.0,6.0,12.0,25.0,49.0,42.0,1.0
2014-05-18,3.0,10.0,84.0,5.0,15.0,11.0,6.0,11.0,1.0,10.0,66.0,3.0,,23.0,2.0,4.0,30.0,54.0,39.0,
2014-05-19,6.0,9.0,104.0,12.0,23.0,7.0,3.0,26.0,4.0,20.0,66.0,3.0,,18.0,6.0,9.0,36.0,57.0,42.0,1.0
2014-05-20,3.0,13.0,57.0,4.0,19.0,4.0,2.0,25.0,4.0,23.0,44.0,7.0,4.0,7.0,3.0,6.0,19.0,57.0,37.0,2.0
2014-05-21,6.0,17.0,85.0,4.0,15.0,5.0,6.0,29.0,6.0,34.0,65.0,1.0,8.0,10.0,6.0,7.0,23.0,64.0,29.0,10.0
2014-05-22,6.0,10.0,90.0,4.0,18.0,9.0,5.0,20.0,3.0,39.0,58.0,2.0,,13.0,15.0,6.0,25.0,44.0,35.0,
2014-05-23,8.0,13.0,91.0,2.0,18.0,10.0,6.0,29.0,3.0,41.0,52.0,3.0,,20.0,11.0,11.0,32.0,59.0,44.0,7.0
2014-05-24,8.0,9.0,99.0,1.0,10.0,14.0,10.0,11.0,5.0,23.0,55.0,1.0,3.0,15.0,7.0,8.0,29.0,45.0,39.0,2.0
2014-05-25,8.0,17.0,115.0,4.0,17.0,19.0,7.0,12.0,1.0,7.0,53.0,1.0,,9.0,7.0,2.0,28.0,35.0,32.0,1.0
2014-05-26,6.0,16.0,88.0,2.0,19.0,8.0,9.0,4.0,4.0,12.0,61.0,4.0,,16.0,5.0,8.0,28.0,45.0,42.0,1.0
2014-05-27,5.0,16.0,93.0,4.0,26.0,4.0,5.0,13.0,3.0,36.0,50.0,2.0,8.0,15.0,8.0,11.0,25.0,55.0,46.0,5.0
2014-05-28,5.0,16.0,92.0,3.0,16.0,1.0,2.0,32.0,5.0,32.0,54.0,2.0,7.0,23.0,5.0,6.0,37.0,62.0,24.0,10.0
2014-05-29,10.0,7.0,81.0,6.0,16.0,9.0,9.0,28.0,5.0,24.0,57.0,3.0,7.0,17.0,3.0,11.0,33.0,74.0,38.0,10.0
2014-05-30,7.0,11.0,102.0,4.0,17.0,12.0,8.0,19.0,5.0,33.0,67.0,5.0,,18.0,8.0,13.0,27.0,67.0,25.0,11.0
2014-05-31,7.0,14.0,118.0,2.0,9.0,12.0,4.0,11.0,2.0,25.0,60.0,,3.0,15.0,5.0,11.0,43.0,46.0,47.0,3.0
2014-06-01,6.0,19.0,65.0,3.0,17.0,9.0,8.0,8.0,5.0,12.0,45.0,,,16.0,6.0,10.0,29.0,45.0,42.0,1.0
2014-06-02,2.0,22.0,72.0,2.0,19.0,8.0,5.0,32.0,7.0,21.0,82.0,2.0,4.0,17.0,8.0,13.0,28.0,62.0,41.0,5.0
2014-06-03,5.0,9.0,102.0,3.0,24.0,7.0,7.0,24.0,8.0,32.0,57.0,1.0,3.0,24.0,11.0,6.0,25.0,53.0,28.0,8.0
2014-06-04,5.0,8.0,98.0,3.0,16.0,6.0,9.0,27.0,5.0,36.0,70.0,8.0,5.0,28.0,5.0,12.0,31.0,55.0,32.0,4.0
2014-06-05,2.0,16.0,116.0,4.0,14.0,7.0,6.0,24.0,8.0,44.0,79.0,4.0,6.0,16.0,9.0,7.0,28.0,62.0,37.0,4.0
2014-06-06,3.0,26.0,123.0,6.0,17.0,9.0,5.0,26.0,6.0,29.0,54.0,,15.0,15.0,3.0,11.0,24.0,69.0,34.0,5.0
2014-06-07,4.0,11.0,137.0,2.0,7.0,10.0,14.0,16.0,5.0,24.0,54.0,1.0,5.0,22.0,5.0,8.0,28.0,41.0,40.0,4.0
2014-06-08,4.0,14.0,78.0,5.0,10.0,4.0,4.0,11.0,4.0,7.0,45.0,1.0,,13.0,6.0,8.0,33.0,37.0,46.0,
2014-06-09,7.0,8.0,77.0,5.0,25.0,5.0,11.0,37.0,5.0,18.0,69.0,4.0,,27.0,7.0,5.0,39.0,60.0,48.0,6.0
2014-06-10,4.0,16.0,79.0,7.0,24.0,3.0,5.0,31.0,8.0,51.0,57.0,3.0,7.0,21.0,8.0,11.0,29.0,50.0,36.0,3.0
2014-06-11,5.0,21.0,81.0,3.0,15.0,1.0,5.0,31.0,5.0,41.0,57.0,2.0,11.0,17.0,11.0,10.0,33.0,59.0,28.0,6.0
2014-06-12,2.0,10.0,92.0,6.0,18.0,3.0,8.0,34.0,6.0,36.0,55.0,4.0,8.0,21.0,9.0,5.0,44.0,56.0,29.0,6.0
2014-06-13,4.0,17.0,110.0,4.0,16.0,6.0,4.0,21.0,2.0,38.0,62.0,1.0,7.0,26.0,5.0,7.0,26.0,55.0,38.0,3.0
2014-06-14,6.0,16.0,105.0,3.0,13.0,11.0,6.0,16.0,3.0,31.0,54.0,,6.0,19.0,8.0,10.0,16.0,38.0,51.0,2.0
2014-06-15,5.0,15.0,71.0,2.0,8.0,13.0,5.0,5.0,3.0,10.0,60.0,1.0,,14.0,4.0,6.0,26.0,32.0,31.0,2.0
2014-06-16,5.0,13.0,84.0,5.0,18.0,2.0,8.0,29.0,3.0,20.0,52.0,5.0,8.0,18.0,4.0,6.0,38.0,54.0,31.0,4.0
2014-06-17,6.0,12.0,111.0,3.0,11.0,2.0,8.0,20.0,5.0,32.0,58.0,4.0,7.0,20.0,6.0,12.0,34.0,59.0,33.0,6.0
2014-06-18,6.0,13.0,118.0,4.0,26.0,3.0,9.0,22.0,2.0,31.0,68.0,1.0,10.0,10.0,12.0,14.0,45.0,49.0,48.0,4.0
2014-06-19,3.0,21.0,112.0,2.0,19.0,5.0,2.0,25.0,10.0,42.0,75.0,3.0,7.0,7.0,6.0,10.0,41.0,56.0,47.0,3.0
2014-06-20,6.0,21.0,189.0,,22.0,13.0,5.0,30.0,4.0,42.0,68.0,1.0,,11.0,8.0,11.0,26.0,65.0,40.0,4.0
2014-06-21,9.0,19.0,101.0,1.0,15.0,11.0,5.0,16.0,3.0,18.0,54.0,1.0,1.0,13.0,5.0,8.0,28.0,53.0,39.0,1.0
2014-06-22,5.0,13.0,77.0,2.0,21.0,14.0,8.0,7.0,7.0,6.0,54.0,1.0,,15.0,7.0,11.0,26.0,35.0,41.0,1.0
2014-06-23,7.0,21.0,94.0,8.0,25.0,3.0,5.0,37.0,4.0,22.0,54.0,5.0,,31.0,8.0,10.0,38.0,64.0,34.0,2.0
2014-06-24,2.0,17.0,118.0,3.0,26.0,1.0,4.0,35.0,5.0,27.0,44.0,,7.0,15.0,5.0,17.0,45.0,72.0,34.0,4.0
2014-06-25,10.0,16.0,127.0,,17.0,5.0,7.0,16.0,7.0,27.0,51.0,1.0,3.0,12.0,6.0,11.0,34.0,49.0,48.0,3.0
2014-06-26,5.0,9.0,79.0,5.0,16.0,4.0,3.0,30.0,8.0,22.0,50.0,1.0,9.0,11.0,11.0,11.0,38.0,72.0,38.0,3.0
2014-06-27,6.0,15.0,96.0,2.0,16.0,9.0,7.0,21.0,9.0,25.0,62.0,1.0,3.0,23.0,4.0,7.0,33.0,52.0,34.0,5.0
2014-06-28,7.0,17.0,81.0,2.0,19.0,9.0,4.0,16.0,5.0,25.0,37.0,1.0,3.0,18.0,5.0,7.0,34.0,56.0,32.0,2.0
2014-06-29,3.0,14.0,68.0,3.0,16.0,11.0,3.0,4.0,5.0,9.0,49.0,1.0,,13.0,4.0,7.0,30.0,45.0,35.0,2.0
2014-06-30,7.0,10.0,110.0,7.0,21.0,8.0,6.0,32.0,4.0,16.0,59.0,1.0,,16.0,3.0,5.0,34.0,52.0,37.0,1.0
2014-07-01,5.0,12.0,126.0,1.0,18.0,4.0,4.0,22.0,5.0,41.0,48.0,6.0,5.0,15.0,4.0,9.0,30.0,51.0,26.0,3.0
2014-07-02,7.0,12.0,131.0,4.0,20.0,5.0,5.0,31.0,6.0,24.0,48.0,3.0,7.0,29.0,9.0,6.0,24.0,61.0,30.0,1.0
2014-07-03,2.0,13.0,189.0,4.0,8.0,7.0,3.0,32.0,6.0,30.0,35.0,4.0,7.0,23.0,4.0,7.0,23.0,51.0,32.0,3.0
2014-07-04,4.0,16.0,57.0,5.0,15.0,11.0,6.0,10.0,5.0,9.0,54.0,,,10.0,2.0,10.0,16.0,27.0,30.0,4.0
2014-07-05,5.0,15.0,68.0,2.0,21.0,8.0,4.0,18.0,3.0,23.0,51.0,4.0,1.0,23.0,6.0,10.0,30.0,51.0,44.0,5.0
2014-07-06,3.0,8.0,99.0,1.0,22.0,12.0,,8.0,5.0,11.0,64.0,4.0,,15.0,6.0,6.0,26.0,66.0,33.0,2.0
2014-07-07,3.0,10.0,108.0,8.0,21.0,5.0,1.0,35.0,7.0,18.0,57.0,2.0,,24.0,9.0,12.0,41.0,65.0,50.0,2.0
2014-07-08,4.0,13.0,105.0,62.0,18.0,5.0,3.0,33.0,9.0,36.0,56.0,3.0,5.0,26.0,11.0,12.0,26.0,53.0,48.0,4.0
2014-07-09,1.0,12.0,99.0,11.0,23.0,5.0,1.0,26.0,4.0,30.0,48.0,2.0,9.0,22.0,3.0,8.0,46.0,51.0,43.0,1.0
2014-07-10,8.0,13.0,127.0,2.0,28.0,8.0,5.0,35.0,5.0,38.0,47.0,5.0,9.0,20.0,8.0,6.0,36.0,48.0,38.0,4.0
2014-07-11,5.0,15.0,111.0,2.0,15.0,10.0,6.0,25.0,10.0,29.0,62.0,,12.0,21.0,5.0,8.0,27.0,59.0,41.0,3.0
2014-07-12,4.0,13.0,97.0,4.0,10.0,16.0,8.0,15.0,6.0,22.0,39.0,,3.0,31.0,6.0,15.0,34.0,57.0,32.0,1.0
2014-07-13,3.0,19.0,96.0,,11.0,9.0,9.0,5.0,7.0,8.0,49.0,2.0,,13.0,6.0,4.0,32.0,37.0,27.0,2.0
2014-07-14,2.0,17.0,108.0,5.0,26.0,6.0,3.0,22.0,7.0,11.0,39.0,3.0,,16.0,11.0,12.0,31.0,48.0,27.0,2.0
2014-07-15,2.0,9.0,115.0,5.0,18.0,8.0,9.0,37.0,5.0,18.0,60.0,4.0,6.0,20.0,7.0,6.0,29.0,49.0,39.0,2.0
2014-07-16,9.0,16.0,199.0,9.0,24.0,8.0,2.0,23.0,9.0,41.0,35.0,5.0,5.0,23.0,4.0,11.0,27.0,57.0,39.0,4.0
2014-07-17,7.0,16.0,138.0,4.0,12.0,3.0,5.0,17.0,4.0,25.0,47.0,2.0,1.0,17.0,6.0,8.0,18.0,44.0,27.0,3.0
2014-07-18,3.0,7.0,137.0,3.0,15.0,8.0,4.0,26.0,5.0,34.0,46.0,4.0,4.0,17.0,7.0,3.0,34.0,49.0,35.0,1.0
2014-07-19,2.0,16.0,132.0,4.0,29.0,18.0,6.0,12.0,6.0,27.0,54.0,1.0,1.0,19.0,7.0,11.0,26.0,52.0,34.0,2.0
2014-07-20,5.0,10.0,117.0,3.0,29.0,14.0,1.0,5.0,9.0,19.0,53.0,1.0,,16.0,8.0,12.0,44.0,46.0,39.0,
2014-07-21,4.0,10.0,113.0,10.0,18.0,11.0,4.0,39.0,6.0,12.0,64.0,,,23.0,7.0,14.0,33.0,52.0,45.0,2.0
2014-07-22,14.0,4.0,139.0,4.0,13.0,6.0,2.0,26.0,5.0,36.0,51.0,1.0,14.0,24.0,12.0,5.0,41.0,58.0,43.0,2.0
2014-07-23,4.0,12.0,116.0,,24.0,3.0,2.0,30.0,7.0,29.0,60.0,2.0,8.0,21.0,15.0,8.0,30.0,48.0,35.0,1.0
2014-07-24,7.0,12.0,138.0,9.0,14.0,5.0,3.0,20.0,3.0,26.0,50.0,,9.0,25.0,6.0,15.0,43.0,61.0,21.0,3.0
2014-07-25,4.0,12.0,133.0,14.0,23.0,18.0,6.0,28.0,9.0,24.0,54.0,3.0,6.0,22.0,9.0,4.0,46.0,60.0,34.0,
2014-07-26,8.0,15.0,82.0,,10.0,17.0,18.0,14.0,9.0,25.0,60.0,1.0,5.0,17.0,6.0,10.0,27.0,50.0,31.0,4.0
2014-07-27,3.0,14.0,96.0,2.0,24.0,5.0,6.0,4.0,5.0,4.0,67.0,1.0,,20.0,7.0,6.0,33.0,39.0,47.0,
2014-07-28,7.0,13.0,90.0,5.0,23.0,1.0,2.0,24.0,9.0,9.0,59.0,3.0,,22.0,8.0,10.0,51.0,53.0,35.0,3.0
2014-07-29,3.0,18.0,120.0,5.0,22.0,7.0,5.0,21.0,3.0,31.0,56.0,2.0,9.0,23.0,9.0,11.0,37.0,68.0,47.0,2.0
2014-07-30,11.0,12.0,117.0,5.0,21.0,8.0,4.0,20.0,7.0,27.0,50.0,1.0,4.0,15.0,7.0,9.0,32.0,69.0,33.0,3.0
2014-07-31,3.0,13.0,84.0,3.0,21.0,5.0,7.0,26.0,10.0,28.0,65.0,1.0,9.0,13.0,5.0,9.0,32.0,52.0,31.0,2.0
2014-08-01,2.0,6.0,103.0,4.0,19.0,9.0,5.0,35.0,3.0,25.0,43.0,,2.0,20.0,10.0,11.0,20.0,50.0,30.0,1.0
2014-08-02,6.0,11.0,132.0,2.0,13.0,10.0,8.0,14.0,1.0,20.0,45.0,,8.0,16.0,7.0,7.0,32.0,48.0,32.0,3.0
2014-08-03,4.0,13.0,87.0,3.0,11.0,11.0,8.0,2.0,10.0,15.0,51.0,2.0,,14.0,12.0,10.0,45.0,45.0,25.0,4.0
2014-08-04,6.0,14.0,108.0,4.0,24.0,8.0,7.0,20.0,10.0,14.0,54.0,1.0,,31.0,6.0,8.0,38.0,54.0,42.0,1.0
2014-08-05,2.0,17.0,95.0,2.0,20.0,3.0,5.0,19.0,4.0,32.0,55.0,,3.0,22.0,5.0,6.0,30.0,68.0,28.0,
2014-08-06,10.0,15.0,104.0,4.0,30.0,4.0,8.0,23.0,5.0,38.0,43.0,1.0,11.0,21.0,4.0,9.0,19.0,59.0,25.0,5.0
2014-08-07,8.0,7.0,80.0,4.0,21.0,10.0,5.0,25.0,5.0,24.0,57.0,4.0,5.0,14.0,7.0,6.0,38.0,46.0,38.0,2.0
2014-08-08,1.0,10.0,129.0,5.0,29.0,17.0,5.0,29.0,11.0,27.0,63.0,4.0,12.0,35.0,5.0,7.0,30.0,48.0,47.0,7.0
2014-08-09,4.0,16.0,124.0,3.0,18.0,12.0,4.0,23.0,2.0,25.0,47.0,,2.0,15.0,6.0,12.0,38.0,50.0,38.0,2.0
2014-08-10,17.0,24.0,83.0,3.0,21.0,10.0,10.0,9.0,7.0,10.0,56.0,1.0,,18.0,5.0,7.0,24.0,43.0,38.0,6.0
2014-08-11,3.0,20.0,136.0,5.0,18.0,2.0,7.0,32.0,10.0,19.0,36.0,1.0,1.0,18.0,5.0,9.0,38.0,41.0,53.0,4.0
2014-08-12,1.0,15.0,94.0,5.0,25.0,5.0,2.0,22.0,11.0,32.0,40.0,4.0,2.0,25.0,10.0,11.0,31.0,67.0,28.0,3.0
2014-08-13,8.0,9.0,109.0,6.0,31.0,4.0,9.0,22.0,8.0,31.0,46.0,1.0,5.0,11.0,6.0,8.0,32.0,61.0,27.0,4.0
2014-08-14,4.0,17.0,135.0,11.0,15.0,9.0,8.0,25.0,6.0,33.0,50.0,,1.0,17.0,8.0,11.0,43.0,76.0,37.0,4.0
2014-08-15,5.0,6.0,81.0,16.0,19.0,18.0,4.0,24.0,6.0,36.0,42.0,,6.0,36.0,6.0,4.0,37.0,61.0,19.0,3.0
2014-08-16,1.0,13.0,105.0,,7.0,8.0,7.0,15.0,2.0,19.0,32.0,,4.0,25.0,8.0,5.0,25.0,35.0,26.0,3.0
2014-08-17,4.0,15.0,63.0,5.0,19.0,7.0,1.0,10.0,6.0,10.0,55.0,4.0,,27.0,8.0,6.0,28.0,47.0,32.0,1.0
2014-08-18,3.0,11.0,105.0,5.0,15.0,6.0,3.0,24.0,6.0,14.0,45.0,6.0,,27.0,4.0,4.0,25.0,60.0,45.0,1.0
2014-08-19,9.0,15.0,94.0,6.0,16.0,2.0,3.0,16.0,4.0,28.0,51.0,3.0,3.0,19.0,9.0,1.0,37.0,66.0,47.0,2.0
2014-08-20,8.0,12.0,96.0,4.0,22.0,12.0,11.0,21.0,6.0,28.0,49.0,2.0,10.0,31.0,7.0,13.0,23.0,40.0,37.0,4.0
2014-08-21,4.0,15.0,95.0,3.0,21.0,7.0,9.0,18.0,5.0,17.0,51.0,3.0,8.0,25.0,10.0,12.0,25.0,54.0,50.0,5.0
2014-08-22,8.0,12.0,81.0,2.0,20.0,8.0,6.0,31.0,4.0,23.0,46.0,2.0,7.0,18.0,9.0,11.0,38.0,65.0,33.0,2.0
2014-08-23,5.0,26.0,87.0,1.0,22.0,11.0,4.0,16.0,7.0,17.0,42.0,1.0,3.0,20.0,6.0,3.0,33.0,40.0,39.0,2.0
2014-08-24,5.0,21.0,99.0,5.0,17.0,16.0,4.0,5.0,5.0,12.0,54.0,1.0,,22.0,8.0,5.0,41.0,37.0,35.0,3.0
