Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vandalism/Criminal Mischief,Weapon Violations
2009-03-26,2.0,13.0,61.0,4.0,20.0,13.0,13.0,26.0,3.0,34.0,52.0,3.0,14.0,22.0,3.0,11.0,32.0,41.0,35.0,1.0
2009-03-27,6.0,17.0,79.0,7.0,21.0,16.0,20.0,31.0,4.0,63.0,60.0,6.0,6.0,20.0,5.0,11.0,25.0,36.0,41.0,5.0
2009-03-28,4.0,19.0,155.0,2.0,13.0,23.0,10.0,12.0,2.0,42.0,45.0,,9.0,12.0,12.0,9.0,35.0,38.0,40.0,2.0
2009-03-29,9.0,17.0,153.0,1.0,11.0,14.0,8.0,9.0,2.0,16.0,51.0,2.0,,21.0,2.0,9.0,29.0,30.0,49.0,2.0
2009-03-30,3.0,14.0,57.0,2.0,18.0,9.0,4.0,28.0,4.0,25.0,68.0,1.0,,25.0,4.0,9.0,41.0,57.0,45.0,4.0
2009-03-31,7.0,13.0,75.0,5.0,20.0,8.0,10.0,36.0,5.0,55.0,53.0,3.0,,24.0,5.0,18.0,35.0,46.0,36.0,4.0
2009-04-01,6.0,8.0,74.0,2.0,16.0,13.0,9.0,21.0,4.0,55.0,78.0,1.0,,32.0,9.0,11.0,28.0,36.0,27.0,2.0
2009-04-02,13.0,17.0,110.0,1.0,10.0,7.0,19.0,36.0,6.0,59.0,59.0,4.0,2.0,25.0,1.0,17.0,34.0,48.0,28.0,4.0
2009-04-03,5.0,14.0,90.0,2.0,23.0,9.0,13.0,26.0,1.0,49.0,73.0,1.0,,32.0,,12.0,29.0,40.0,39.0,5.0
2009-04-04,4.0,6.0,187.0,3.0,20.0,17.0,12.0,18.0,2.0,54.0,49.0,,5.0,20.0,6.0,8.0,37.0,37.0,50.0,5.0
2009-04-05,18.0,21.0,157.0,4.0,13.0,17.0,7.0,6.0,7.0,17.0,41.0,4.0,,22.0,12.0,10.0,41.0,30.0,65.0,4.0
2009-04-06,5.0,10.0,132.0,4.0,20.0,10.0,3.0,32.0,5.0,19.0,41.0,1.0,,21.0,8.0,10.0,45.0,38.0,44.0,1.0
2009-04-07,2.0,14.0,202.0,2.0,16.0,12.0,7.0,32.0,5.0,72.0,40.0,4.0,6.0,27.0,6.0,8.0,32.0,44.0,26.0,1.0
2009-04-08,6.0,4.0,162.0,3.0,20.0,14.0,6.0,24.0,6.0,50.0,42.0,3.0,7.0,19.0,2.0,12.0,25.0,35.0,37.0,3.0
2009-04-09,3.0,10.0,247.0,1.0,14.0,17.0,7.0,29.0,2.0,53.0,55.0,4.0,,25.0,6.0,9.0,31.0,39.0,59.0,4.0
2009-04-10,5.0,18.0,103.0,7.0,26.0,18.0,10.0,31.0,4.0,46.0,57.0,7.0,,22.0,12.0,19.0,29.0,54.0,42.0,2.0
2009-04-11,6.0,16.0,121.0,7.0,14.0,19.0,13.0,12.0,3.0,46.0,44.0,1.0,,19.0,10.0,14.0,23.0,28.0,39.0,4.0
2009-04-12,6.0,14.0,83.0,7.0,16.0,18.0,4.0,4.0,6.0,17.0,40.0,,,19.0,5.0,10.0,16.0,22.0,46.0,1.0
2009-04-13,4.0,20.0,58.0,3.0,18.0,10.0,3.0,31.0,8.0,16.0,74.0,6.0,,23.0,5.0,10.0,26.0,57.0,38.0,4.0
2009-04-14,2.0,16.0,64.0,6.0,22.0,9.0,5.0,19.0,5.0,34.0,47.0,5.0,8.0,32.0,7.0,6.0,33.0,40.0,31.0,1.0
2009-04-15,4.0,9.0,61.0,4.0,24.0,8.0,3.0,29.0,6.0,39.0,41.0,3.0,7.0,23.0,3.0,16.0,19.0,35.0,36.0,2.0
2009-04-16,4.0,12.0,86.0,1.0,19.0,11.0,12.0,32.0,2.0,45.0,62.0,2.0,3.0,34.0,10.0,13.0,30.0,41.0,45.0,5.0
2009-04-17,6.0,12.0,91.0,4.0,16.0,13.0,21.0,27.0,3.0,46.0,48.0,6.0,,27.0,6.0,12.0,40.0,45.0,47.0,5.0
2009-04-18,5.0,10.0,118.0,1.0,18.0,23.0,11.0,17.0,4.0,44.0,61.0,2.0,,15.0,7.0,11.0,27.0,49.0,49.0,3.0
2009-04-19,2.0,17.0,138.0,,21.0,10.0,8.0,11.0,6.0,23.0,53.0,2.0,,13.0,7.0,15.0,39.0,37.0,30.0,2.0
2009-04-20,6.0,13.0,60.0,5.0,17.0,7.0,3.0,26.0,3.0,12.0,63.0,3.0,,19.0,10.0,9.0,38.0,27.0,40.0,5.0
2009-04-21,4.0,17.0,96.0,6.0,12.0,9.0,8.0,25.0,3.0,50.0,63.0,3.0,6.0,25.0,10.0,8.0,33.0,46.0,46.0,3.0
2009-04-22,5.0,25.0,134.0,,14.0,11.0,7.0,26.0,9.0,43.0,81.0,8.0,6.0,19.0,6.0,9.0,35.0,48.0,36.0,4.0
2009-04-23,2.0,18.0,69.0,6.0,26.0,8.0,7.0,24.0,,42.0,53.0,9.0,,28.0,12.0,11.0,40.0,47.0,31.0,2.0
2009-04-24,5.0,17.0,71.0,6.0,18.0,16.0,9.0,17.0,1.0,39.0,74.0,1.0,,14.0,4.0,10.0,26.0,41.0,38.0,1.0
2009-04-25,3.0,16.0,102.0,2.0,19.0,29.0,23.0,16.0,,30.0,60.0,2.0,,19.0,2.0,10.0,21.0,41.0,30.0,5.0
2009-04-26,6.0,22.0,162.0,2.0,22.0,19.0,10.0,2.0,2.0,18.0,60.0,1.0,,26.0,7.0,9.0,35.0,35.0,49.0,2.0
2009-04-27,5.0,13.0,73.0,5.0,19.0,7.0,9.0,28.0,3.0,15.0,61.0,3.0,,27.0,6.0,13.0,24.0,37.0,43.0,4.0
2009-04-28,5.0,18.0,62.0,3.0,14.0,4.0,8.0,23.0,4.0,39.0,88.0,4.0,10.0,11.0,5.0,11.0,25.0,44.0,35.0,4.0
2009-04-29,1.0,13.0,95.0,2.0,20.0,11.0,15.0,28.0,1.0,43.0,72.0,5.0,5.0,17.0,15.0,12.0,37.0,37.0,42.0,2.0
2009-04-30,3.0,19.0,82.0,2.0,16.0,11.0,11.0,26.0,2.0,31.0,70.0,2.0,4.0,24.0,2.0,11.0,38.0,55.0,29.0,8.0
2009-05-01,7.0,16.0,74.0,6.0,14.0,17.0,13.0,18.0,1.0,45.0,60.0,7.0,,21.0,12.0,16.0,33.0,47.0,37.0,2.0
2009-05-02,5.0,15.0,126.0,3.0,8.0,23.0,14.0,16.0,8.0,53.0,54.0,1.0,,26.0,5.0,10.0,30.0,43.0,41.0,4.0
2009-05-03,4.0,11.0,129.0,3.0,6.0,10.0,12.0,4.0,4.0,17.0,51.0,3.0,,22.0,7.0,8.0,30.0,26.0,40.0,2.0
2009-05-04,3.0,12.0,55.0,4.0,25.0,5.0,2.0,37.0,6.0,16.0,54.0,6.0,,20.0,8.0,15.0,43.0,47.0,32.0,4.0
2009-05-05,2.0,10.0,75.0,6.0,13.0,12.0,5.0,22.0,8.0,52.0,51.0,8.0,6.0,31.0,11.0,16.0,38.0,44.0,39.0,1.0
2009-05-06,3.0,13.0,74.0,1.0,18.0,9.0,12.0,37.0,4.0,42.0,74.0,3.0,,24.0,8.0,16.0,38.0,60.0,23.0,9.0
2009-05-07,4.0,17.0,90.0,5.0,23.0,13.0,15.0,26.0,7.0,44.0,62.0,1.0,7.0,25.0,10.0,10.0,32.0,45.0,34.0,4.0
2009-05-08,6.0,15.0,74.0,4.0,15.0,15.0,6.0,28.0,5.0,43.0,57.0,2.0,,20.0,8.0,6.0,26.0,48.0,29.0,5.0
2009-05-09,1.0,15.0,126.0,5.0,12.0,20.0,16.0,15.0,3.0,46.0,73.0,1.0,3.0,21.0,7.0,11.0,30.0,38.0,32.0,5.0
2009-05-10,8.0,23.0,116.0,3.0,18.0,16.0,10.0,1.0,2.0,12.0,49.0,1.0,,14.0,5.0,9.0,40.0,39.0,45.0,3.0
2009-05-11,4.0,10.0,46.0,5.0,20.0,11.0,9.0,28.0,7.0,14.0,62.0,3.0,,25.0,11.0,12.0,40.0,58.0,54.0,8.0
2009-05-12,6.0,19.0,83.0,2.0,20.0,4.0,11.0,36.0,8.0,32.0,70.0,7.0,8.0,21.0,10.0,16.0,39.0,44.0,46.0,3.0
2009-05-13,7.0,21.0,76.0,4.0,24.0,10.0,16.0,16.0,3.0,37.0,74.0,6.0,9.0,29.0,6.0,10.0,28.0,47.0,43.0,4.0
2009-05-14,5.0,15.0,93.0,10.0,23.0,11.0,12.0,30.0,5.0,27.0,59.0,4.0,2.0,22.0,8.0,7.0,28.0,42.0,25.0,5.0
2009-05-15,3.0,14.0,54.0,3.0,13.0,22.0,16.0,24.0,4.0,40.0,83.0,7.0,2.0,22.0,5.0,13.0,36.0,37.0,42.0,3.0
2009-05-16,15.0,20.0,151.0,5.0,21.0,16.0,9.0,11.0,2.0,39.0,59.0,3.0,,19.0,8.0,9.0,34.0,46.0,51.0,7.0
2009-05-17,11.0,16.0,117.0,1.0,16.0,11.0,3.0,5.0,4.0,10.0,44.0,5.0,,16.0,7.0,5.0,36.0,25.0,36.0,5.0
2009-05-18,5.0,17.0,75.0,4.0,21.0,10.0,8.0,35.0,5.0,24.0,70.0,4.0,,33.0,7.0,12.0,42.0,46.0,43.0,6.0
2009-05-19,3.0,20.0,63.0,3.0,35.0,9.0,6.0,32.0,6.0,24.0,53.0,,5.0,38.0,11.0,17.0,38.0,51.0,33.0,3.0
2009-05-20,6.0,17.0,87.0,4.0,8.0,6.0,16.0,30.0,3.0,50.0,67.0,10.0,6.0,20.0,4.0,8.0,39.0,49.0,54.0,7.0
2009-05-21,9.0,17.0,85.0,5.0,18.0,11.0,13.0,18.0,6.0,36.0,69.0,5.0,,31.0,3.0,14.0,34.0,50.0,37.0,7.0
2009-05-22,7.0,12.0,74.0,6.0,14.0,6.0,7.0,21.0,8.0,54.0,83.0,4.0,3.0,30.0,11.0,8.0,37.0,44.0,44.0,2.0
2009-05-23,8.0,15.0,125.0,6.0,19.0,24.0,6.0,15.0,6.0,29.0,49.0,2.0,,24.0,3.0,14.0,32.0,39.0,44.0,2.0
2009-05-24,8.0,14.0,107.0,6.0,9.0,14.0,12.0,6.0,1.0,18.0,53.0,3.0,,30.0,9.0,9.0,29.0,37.0,29.0,5.0
2009-05-25,2.0,25.0,114.0,4.0,12.0,7.0,5.0,5.0,4.0,17.0,62.0,4.0,,26.0,10.0,11.0,30.0,28.0,37.0,1.0
2009-05-26,7.0,15.0,75.0,4.0,27.0,8.0,12.0,27.0,9.0,49.0,56.0,4.0,8.0,24.0,7.0,7.0,41.0,42.0,45.0,4.0
2009-05-27,2.0,13.0,77.0,5.0,24.0,8.0,11.0,27.0,3.0,50.0,63.0,5.0,9.0,21.0,12.0,7.0,31.0,43.0,49.0,5.0
2009-05-28,5.0,11.0,111.0,4.0,20.0,6.0,14.0,34.0,5.0,52.0,71.0,4.0,7.0,28.0,10.0,8.0,29.0,52.0,41.0,3.0
2009-05-29,5.0,11.0,64.0,3.0,35.0,24.0,4.0,20.0,3.0,50.0,80.0,7.0,,23.0,10.0,20.0,31.0,40.0,36.0,7.0
2009-05-30,5.0,15.0,109.0,3.0,11.0,17.0,11.0,11.0,4.0,48.0,59.0,1.0,,31.0,5.0,11.0,30.0,32.0,51.0,3.0
2009-05-31,3.0,15.0,131.0,3.0,8.0,16.0,9.0,11.0,8.0,32.0,54.0,2.0,,16.0,8.0,6.0,29.0,33.0,50.0,2.0
2009-06-01,6.0,11.0,48.0,5.0,18.0,7.0,4.0,28.0,3.0,12.0,53.0,5.0,4.0,23.0,12.0,12.0,35.0,58.0,60.0,5.0
2009-06-02,4.0,16.0,88.0,6.0,17.0,4.0,14.0,14.0,7.0,60.0,75.0,5.0,5.0,23.0,12.0,9.0,41.0,45.0,34.0,5.0
2009-06-03,3.0,13.0,109.0,3.0,23.0,3.0,8.0,34.0,8.0,48.0,76.0,4.0,,28.0,7.0,10.0,34.0,34.0,37.0,5.0
2009-06-04,6.0,12.0,101.0,7.0,20.0,7.0,6.0,14.0,5.0,38.0,80.0,5.0,2.0,24.0,7.0,9.0,41.0,43.0,34.0,8.0
2009-06-05,2.0,10.0,54.0,3.0,20.0,9.0,5.0,16.0,9.0,34.0,58.0,3.0,,20.0,9.0,9.0,33.0,53.0,30.0,9.0
2009-06-06,3.0,14.0,99.0,3.0,17.0,18.0,8.0,9.0,4.0,24.0,47.0,6.0,,15.0,10.0,10.0,39.0,36.0,44.0,1.0
2009-06-07,5.0,17.0,142.0,2.0,11.0,20.0,11.0,8.0,9.0,23.0,67.0,4.0,,16.0,10.0,9.0,40.0,34.0,42.0,1.0
2009-06-08,3.0,14.0,82.0,11.0,13.0,13.0,10.0,20.0,6.0,23.0,46.0,5.0,,19.0,6.0,11.0,44.0,54.0,51.0,4.0
2009-06-09,6.0,14.0,114.0,5.0,24.0,4.0,11.0,26.0,3.0,36.0,57.0,8.0,6.0,27.0,8.0,8.0,47.0,48.0,36.0,3.0
2009-06-10,7.0,16.0,85.0,1.0,23.0,3.0,8.0,25.0,7.0,44.0,71.0,2.0,6.0,28.0,8.0,12.0,44.0,54.0,37.0,5.0
2009-06-11,7.0,18.0,76.0,9.0,18.0,10.0,8.0,32.0,3.0,47.0,64.0,6.0,,21.0,11.0,6.0,48.0,47.0,29.0,2.0
2009-06-12,3.0,16.0,55.0,4.0,18.0,11.0,12.0,26.0,4.0,35.0,68.0,3.0,6.0,17.0,10.0,9.0,33.0,50.0,46.0,4.0
2009-06-13,8.0,22.0,121.0,5.0,10.0,30.0,26.0,10.0,3.0,32.0,68.0,1.0,11.0,21.0,13.0,11.0,34.0,32.0,49.0,3.0
2009-06-14,8.0,18.0,64.0,5.0,14.0,13.0,8.0,8.0,7.0,21.0,60.0,2.0,4.0,30.0,7.0,16.0,38.0,30.0,43.0,2.0
2009-06-15,5.0,19.0,100.0,11.0,16.0,14.0,6.0,31.0,3.0,20.0,68.0,3.0,,31.0,10.0,13.0,37.0,64.0,47.0,7.0
2009-06-16,3.0,14.0,87.0,2.0,20.0,4.0,6.0,35.0,7.0,55.0,67.0,4.0,12.0,26.0,10.0,4.0,33.0,69.0,56.0,5.0
2009-06-17,1.0,9.0,89.0,4.0,27.0,12.0,2.0,14.0,8.0,53.0,52.0,4.0,,21.0,12.0,4.0,34.0,46.0,39.0,3.0
2009-06-18,7.0,8.0,99.0,1.0,22.0,6.0,9.0,19.0,6.0,34.0,52.0,,6.0,25.0,7.0,10.0,34.0,53.0,32.0,2.0
2009-06-19,5.0,23.0,91.0,4.0,22.0,21.0,7.0,28.0,10.0,36.0,51.0,2.0,,20.0,6.0,13.0,28.0,48.0,44.0,2.0
2009-06-20,9.0,12.0,85.0,4.0,18.0,15.0,8.0,9.0,2.0,26.0,47.0,4.0,,22.0,5.0,10.0,37.0,35.0,44.0,5.0
2009-06-21,12.0,24.0,160.0,4.0,8.0,11.0,8.0,9.0,5.0,21.0,57.0,,,14.0,7.0,11.0,23.0,36.0,40.0,2.0
2009-06-22,4.0,20.0,92.0,6.0,20.0,11.0,6.0,30.0,5.0,33.0,60.0,3.0,5.0,17.0,16.0,14.0,25.0,56.0,50.0,10.0
2009-06-23,7.0,19.0,146.0,6.0,19.0,6.0,16.0,28.0,9.0,55.0,54.0,3.0,2.0,28.0,10.0,12.0,34.0,48.0,40.0,2.0
2009-06-24,4.0,17.0,147.0,3.0,13.0,6.0,2.0,28.0,7.0,43.0,62.0,2.0,7.0,30.0,7.0,10.0,34.0,51.0,39.0,5.0
2009-06-25,3.0,16.0,159.0,4.0,24.0,8.0,7.0,24.0,4.0,43.0,41.0,2.0,24.0,25.0,11.0,9.0,36.0,45.0,37.0,3.0
2009-06-26,5.0,19.0,103.0,4.0,15.0,21.0,18.0,20.0,4.0,50.0,59.0,1.0,,18.0,8.0,14.0,31.0,47.0,35.0,1.0
2009-06-27,8.0,22.0,70.0,4.0,8.0,11.0,13.0,11.0,6.0,34.0,54.0,1.0,,18.0,8.0,6.0,28.0,52.0,37.0,
2009-06-28,4.0,10.0,121.0,8.0,17.0,20.0,10.0,5.0,3.0,23.0,49.0,1.0,,15.0,3.0,10.0,31.0,40.0,51.0,3.0
2009-06-29,5.0,7.0,107.0,8.0,20.0,9.0,5.0,30.0,4.0,18.0,43.0,2.0,,26.0,8.0,9.0,29.0,67.0,58.0,2.0
2009-06-30,4.0,14.0,122.0,2.0,24.0,4.0,5.0,18.0,8.0,54.0,56.0,2.0,3.0,32.0,8.0,10.0,34.0,42.0,41.0,2.0
2009-07-01,4.0,21.0,100.0,3.0,16.0,7.0,6.0,23.0,5.0,46.0,53.0,2.0,5.0,25.0,4.0,13.0,33.0,53.0,43.0,4.0
2009-07-02,3.0,11.0,86.0,3.0,26.0,9.0,4.0,21.0,5.0,41.0,45.0,2.0,,25.0,3.0,5.0,38.0,45.0,37.0,5.0
2009-07-03,7.0,18.0,96.0,3.0,18.0,14.0,10.0,15.0,2.0,44.0,57.0,2.0,,28.0,8.0,7.0,27.0,39.0,34.0,4.0
2009-07-04,3.0,31.0,97.0,,17.0,21.0,14.0,8.0,1.0,18.0,55.0,3.0,,18.0,5.0,11.0,24.0,22.0,45.0,2.0
2009-07-05,11.0,14.0,94.0,3.0,26.0,7.0,9.0,7.0,4.0,13.0,63.0,2.0,,14.0,5.0,11.0,16.0,31.0,39.0,
2009-07-06,5.0,11.0,63.0,9.0,24.0,8.0,9.0,32.0,3.0,19.0,65.0,2.0,,23.0,5.0,13.0,37.0,48.0,46.0,4.0
2009-07-07,4.0,12.0,122.0,7.0,22.0,5.0,7.0,14.0,11.0,36.0,64.0,5.0,2.0,24.0,7.0,12.0,38.0,56.0,38.0,2.0
2009-07-08,,12.0,162.0,2.0,19.0,13.0,6.0,18.0,4.0,56.0,47.0,5.0,3.0,22.0,8.0,13.0,30.0,51.0,46.0,6.0
2009-07-09,7.0,11.0,159.0,4.0,21.0,11.0,20.0,23.0,6.0,50.0,49.0,4.0,4.0,30.0,6.0,9.0,33.0,62.0,52.0,3.0
2009-07-10,5.0,13.0,74.0,3.0,11.0,14.0,7.0,22.0,3.0,42.0,53.0,3.0,,26.0,8.0,9.0,31.0,47.0,38.0,2.0
2009-07-11,8.0,15.0,106.0,5.0,19.0,17.0,11.0,11.0,9.0,27.0,56.0,4.0,,14.0,3.0,9.0,28.0,33.0,47.0,2.0
2009-07-12,8.0,10.0,65.0,2.0,17.0,12.0,4.0,10.0,5.0,18.0,62.0,2.0,,21.0,4.0,10.0,27.0,32.0,45.0,2.0
2009-07-13,2.0,15.0,88.0,5.0,23.0,9.0,4.0,29.0,6.0,16.0,63.0,1.0,,22.0,4.0,6.0,38.0,66.0,38.0,1.0
2009-07-14,5.0,9.0,114.0,8.0,16.0,8.0,6.0,31.0,3.0,38.0,48.0,5.0,4.0,19.0,9.0,19.0,21.0,68.0,49.0,4.0
2009-07-15,6.0,18.0,131.0,4.0,11.0,9.0,3.0,26.0,3.0,45.0,66.0,1.0,5.0,28.0,3.0,5.0,34.0,50.0,32.0,8.0
2009-07-16,4.0,17.0,114.0,6.0,21.0,6.0,8.0,25.0,4.0,41.0,43.0,2.0,1.0,31.0,9.0,7.0,30.0,51.0,40.0,2.0
2009-07-17,3.0,16.0,93.0,7.0,14.0,14.0,5.0,21.0,11.0,46.0,47.0,5.0,,26.0,11.0,4.0,27.0,45.0,40.0,2.0
2009-07-18,4.0,15.0,128.0,6.0,10.0,23.0,9.0,13.0,3.0,32.0,50.0,2.0,,30.0,3.0,12.0,36.0,39.0,29.0,3.0
2009-07-19,5.0,24.0,108.0,1.0,19.0,13.0,9.0,10.0,4.0,16.0,56.0,1.0,,27.0,9.0,19.0,24.0,37.0,52.0,5.0
2009-07-20,8.0,15.0,86.0,4.0,18.0,7.0,7.0,27.0,5.0,13.0,58.0,1.0,,28.0,4.0,9.0,53.0,55.0,48.0,2.0
2009-07-21,9.0,16.0,133.0,7.0,22.0,5.0,10.0,21.0,10.0,36.0,61.0,3.0,8.0,22.0,4.0,14.0,31.0,47.0,36.0,1.0
2009-07-22,4.0,22.0,145.0,3.0,16.0,5.0,10.0,23.0,11.0,43.0,57.0,4.0,3.0,24.0,2.0,17.0,42.0,51.0,48.0,3.0
2009-07-23,8.0,21.0,118.0,2.0,27.0,11.0,5.0,23.0,6.0,32.0,51.0,3.0,9.0,27.0,9.0,12.0,37.0,47.0,47.0,4.0
2009-07-24,6.0,7.0,85.0,10.0,24.0,18.0,9.0,26.0,6.0,41.0,48.0,1.0,,30.0,10.0,9.0,17.0,46.0,31.0,2.0
2009-07-25,12.0,32.0,78.0,4.0,19.0,14.0,11.0,17.0,4.0,30.0,54.0,2.0,,20.0,11.0,5.0,30.0,32.0,42.0,2.0
2009-07-26,8.0,16.0,91.0,1.0,20.0,8.0,7.0,5.0,10.0,10.0,57.0,4.0,,22.0,12.0,9.0,37.0,29.0,50.0,7.0
2009-07-27,8.0,13.0,100.0,13.0,29.0,7.0,4.0,34.0,8.0,19.0,51.0,10.0,,39.0,5.0,8.0,40.0,50.0,43.0,2.0
2009-07-28,10.0,12.0,94.0,5.0,27.0,6.0,5.0,28.0,4.0,46.0,51.0,3.0,2.0,30.0,8.0,15.0,39.0,53.0,40.0,3.0
2009-07-29,6.0,17.0,98.0,5.0,16.0,12.0,5.0,23.0,6.0,51.0,46.0,4.0,4.0,25.0,9.0,10.0,31.0,48.0,32.0,3.0
2009-07-30,7.0,17.0,89.0,4.0,25.0,8.0,5.0,27.0,8.0,37.0,62.0,2.0,2.0,21.0,5.0,16.0,45.0,42.0,40.0,3.0
2009-07-31,7.0,15.0,87.0,7.0,12.0,20.0,4.0,20.0,5.0,39.0,49.0,,,23.0,14.0,13.0,31.0,62.0,37.0,6.0
2009-08-01,3.0,19.0,115.0,4.0,16.0,19.0,15.0,13.0,5.0,37.0,46.0,5.0,,26.0,8.0,8.0,29.0,43.0,59.0,3.0
2009-08-02,2.0,23.0,71.0,,15.0,7.0,4.0,5.0,5.0,10.0,54.0,2.0,,18.0,10.0,10.0,28.0,43.0,49.0,2.0
2009-08-03,5.0,13.0,101.0,11.0,25.0,5.0,4.0,21.0,4.0,11.0,53.0,3.0,,20.0,8.0,13.0,50.0,53.0,39.0,2.0
2009-08-04,12.0,20.0,178.0,3.0,25.0,17.0,11.0,32.0,10.0,43.0,62.0,2.0,1.0,19.0,9.0,17.0,39.0,45.0,49.0,2.0
2009-08-05,2.0,12.0,173.0,4.0,22.0,7.0,6.0,22.0,9.0,51.0,56.0,4.0,,21.0,10.0,12.0,27.0,51.0,38.0,6.0
2009-08-06,8.0,18.0,116.0,2.0,9.0,5.0,8.0,16.0,8.0,43.0,62.0,5.0,3.0,14.0,9.0,16.0,33.0,53.0,36.0,5.0
2009-08-07,5.0,12.0,76.0,5.0,21.0,16.0,7.0,28.0,3.0,42.0,63.0,1.0,,18.0,7.0,11.0,30.0,51.0,42.0,2.0
2009-08-08,6.0,14.0,107.0,,23.0,15.0,5.0,12.0,5.0,36.0,47.0,3.0,,23.0,16.0,12.0,32.0,37.0,39.0,3.0
2009-08-09,10.0,9.0,54.0,1.0,18.0,10.0,4.0,8.0,4.0,15.0,60.0,4.0,,24.0,11.0,14.0,54.0,26.0,46.0,1.0
2009-08-10,4.0,20.0,82.0,10.0,20.0,8.0,4.0,15.0,10.0,5.0,50.0,4.0,,25.0,7.0,8.0,51.0,58.0,49.0,1.0
2009-08-11,3.0,14.0,131.0,4.0,23.0,7.0,2.0,28.0,7.0,40.0,41.0,3.0,5.0,26.0,9.0,11.0,28.0,52.0,50.0,2.0
2009-08-12,2.0,12.0,100.0,2.0,27.0,8.0,6.0,25.0,8.0,38.0,60.0,4.0,2.0,25.0,11.0,16.0,45.0,44.0,52.0,6.0
2009-08-13,6.0,16.0,113.0,2.0,17.0,11.0,4.0,26.0,4.0,38.0,50.0,2.0,,21.0,14.0,11.0,40.0,39.0,40.0,
2009-08-14,7.0,12.0,72.0,5.0,24.0,17.0,2.0,21.0,12.0,46.0,44.0,3.0,,26.0,7.0,13.0,39.0,54.0,56.0,3.0
2009-08-15,7.0,16.0,106.0,3.0,28.0,17.0,12.0,13.0,6.0,35.0,46.0,1.0,,26.0,4.0,9.0,26.0,38.0,61.0,7.0
2009-08-16,6.0,27.0,103.0,1.0,18.0,12.0,7.0,7.0,7.0,17.0,67.0,2.0,,19.0,6.0,8.0,30.0,38.0,54.0,2.0
2009-08-17,3.0,16.0,125.0,14.0,24.0,5.0,9.0,21.0,4.0,16.0,38.0,1.0,,36.0,10.0,12.0,34.0,50.0,48.0,
2009-08-18,1.0,10.0,104.0,6.0,20.0,6.0,3.0,16.0,8.0,35.0,51.0,9.0,3.0,29.0,15.0,14.0,47.0,60.0,48.0,2.0
2009-08-19,3.0,9.0,97.0,2.0,26.0,11.0,3.0,14.0,9.0,45.0,50.0,4.0,5.0,28.0,13.0,9.0,33.0,37.0,49.0,2.0
2009-08-20,3.0,13.0,90.0,4.0,32.0,8.0,7.0,24.0,5.0,43.0,50.0,3.0,2.0,30.0,13.0,12.0,37.0,53.0,37.0,3.0
2009-08-21,5.0,16.0,98.0,2.0,19.0,4.0,9.0,29.0,4.0,47.0,48.0,1.0,,17.0,11.0,10.0,44.0,46.0,43.0,2.0
2009-08-22,12.0,14.0,73.0,5.0,18.0,16.0,4.0,14.0,9.0,29.0,47.0,1.0,,14.0,8.0,12.0,37.0,41.0,38.0,4.0
2009-08-23,12.0,12.0,73.0,5.0,23.0,11.0,12.0,6.0,4.0,16.0,54.0,4.0,,16.0,7.0,12.0,38.0,30.0,55.0,2.0
2009-08-24,5.0,17.0,60.0,6.0,20.0,9.0,3.0,25.0,5.0,13.0,51.0,7.0,,24.0,8.0,7.0,56.0,50.0,51.0,
2009-08-25,8.0,8.0,122.0,9.0,32.0,2.0,8.0,14.0,6.0,47.0,42.0,3.0,4.0,30.0,9.0,14.0,50.0,59.0,38.0,2.0
2009-08-26,3.0,10.0,136.0,6.0,28.0,3.0,12.0,34.0,4.0,57.0,42.0,2.0,2.0,17.0,11.0,12.0,52.0,45.0,26.0,1.0
2009-08-27,5.0,10.0,125.0,1.0,23.0,6.0,6.0,37.0,6.0,38.0,51.0,5.0,2.0,24.0,13.0,12.0,36.0,59.0,57.0,3.0
2009-08-28,6.0,20.0,84.0,8.0,23.0,12.0,7.0,14.0,6.0,49.0,34.0,2.0,,21.0,13.0,15.0,36.0,47.0,40.0,2.0
2009-08-29,2.0,11.0,92.0,6.0,24.0,22.0,6.0,12.0,7.0,32.0,52.0,3.0,,10.0,8.0,14.0,34.0,35.0,46.0,4.0
2009-08-30,6.0,15.0,69.0,4.0,31.0,14.0,7.0,6.0,3.0,11.0,67.0,1.0,,19.0,12.0,10.0,48.0,36.0,40.0,1.0
2009-08-31,5.0,9.0,70.0,5.0,33.0,3.0,1.0,25.0,6.0,16.0,57.0,3.0,,25.0,16.0,13.0,57.0,48.0,59.0,
2009-09-01,5.0,12.0,111.0,4.0,23.0,7.0,13.0,27.0,11.0,33.0,42.0,,4.0,25.0,6.0,10.0,45.0,56.0,46.0,3.0
2009-09-02,5.0,11.0,119.0,11.0,15.0,5.0,6.0,26.0,5.0,47.0,48.0,6.0,1.0,21.0,9.0,9.0,44.0,53.0,45.0,7.0
2009-09-03,4.0,13.0,136.0,6.0,22.0,9.0,7.0,21.0,8.0,57.0,43.0,7.0,,24.0,10.0,11.0,37.0,63.0,43.0,1.0
