Dispatch_Date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Fraud,Motor Vehicle Theft,Narcotic / Drug Law Violations,Other Assaults,Other Sex Offenses (Not Commercialized),Recovered Stolen Motor Vehicle,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2011-09-13,2.0,7.0,20.0,2.0,9.0,2.0,2.0,3.0,3.0,11.0,7.0,4.0,6.0,,5.0,9.0,34.0,,6.0,1.0
2011-09-14,1.0,2.0,30.0,,11.0,2.0,3.0,2.0,3.0,4.0,14.0,,4.0,1.0,5.0,16.0,27.0,1.0,10.0,
2011-09-15,3.0,9.0,27.0,,9.0,3.0,2.0,4.0,3.0,7.0,10.0,1.0,1.0,1.0,2.0,18.0,26.0,1.0,7.0,1.0
2011-09-16,1.0,4.0,23.0,1.0,6.0,1.0,4.0,4.0,4.0,8.0,11.0,1.0,4.0,,1.0,14.0,25.0,1.0,9.0,1.0
2011-09-17,1.0,3.0,22.0,1.0,,2.0,3.0,,5.0,3.0,12.0,,4.0,1.0,3.0,12.0,21.0,1.0,9.0,
2011-09-18,,2.0,9.0,1.0,7.0,1.0,4.0,,6.0,2.0,16.0,1.0,4.0,4.0,5.0,6.0,18.0,,14.0,
2011-09-19,,5.0,16.0,1.0,7.0,3.0,2.0,5.0,3.0,5.0,17.0,1.0,3.0,1.0,1.0,18.0,18.0,2.0,12.0,2.0
2011-09-20,,1.0,22.0,1.0,6.0,2.0,5.0,5.0,5.0,11.0,9.0,5.0,2.0,3.0,3.0,12.0,25.0,3.0,10.0,2.0
2011-09-21,1.0,4.0,36.0,,10.0,3.0,1.0,8.0,2.0,5.0,12.0,2.0,6.0,2.0,2.0,16.0,27.0,2.0,4.0,2.0
2011-09-22,4.0,1.0,26.0,2.0,12.0,3.0,1.0,3.0,2.0,6.0,11.0,2.0,5.0,2.0,2.0,14.0,19.0,2.0,9.0,1.0
2011-09-23,1.0,1.0,24.0,,8.0,6.0,1.0,6.0,5.0,5.0,15.0,,1.0,,9.0,11.0,22.0,2.0,8.0,
2011-09-24,3.0,4.0,22.0,1.0,6.0,8.0,,2.0,1.0,8.0,13.0,1.0,1.0,1.0,1.0,6.0,18.0,1.0,14.0,1.0
2011-09-25,8.0,4.0,10.0,,8.0,4.0,4.0,3.0,6.0,1.0,18.0,,2.0,5.0,1.0,10.0,16.0,1.0,9.0,
2011-09-26,2.0,5.0,16.0,1.0,10.0,3.0,3.0,7.0,1.0,5.0,28.0,,1.0,3.0,4.0,14.0,29.0,1.0,6.0,
2011-09-27,5.0,5.0,22.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,27.0,,3.0,3.0,2.0,18.0,21.0,1.0,14.0,4.0
2011-09-28,3.0,6.0,31.0,2.0,9.0,1.0,3.0,2.0,2.0,11.0,15.0,1.0,,2.0,2.0,14.0,28.0,1.0,7.0,2.0
2011-09-29,,4.0,27.0,1.0,5.0,2.0,,6.0,6.0,16.0,7.0,,2.0,2.0,2.0,14.0,22.0,3.0,15.0,
2011-09-30,,3.0,21.0,,7.0,4.0,5.0,6.0,3.0,10.0,12.0,1.0,5.0,1.0,3.0,14.0,24.0,1.0,8.0,
2011-10-01,1.0,7.0,22.0,1.0,5.0,4.0,,2.0,6.0,9.0,6.0,2.0,1.0,4.0,2.0,17.0,14.0,,11.0,
2011-10-02,,6.0,6.0,,3.0,4.0,6.0,,7.0,,10.0,,,6.0,1.0,8.0,10.0,,6.0,
2011-10-03,,1.0,11.0,1.0,10.0,2.0,,13.0,4.0,5.0,11.0,1.0,8.0,2.0,2.0,11.0,23.0,,9.0,1.0
2011-10-04,,2.0,13.0,2.0,3.0,1.0,2.0,9.0,7.0,5.0,11.0,1.0,2.0,2.0,3.0,4.0,16.0,,13.0,
2011-10-05,2.0,5.0,13.0,1.0,6.0,3.0,3.0,9.0,9.0,7.0,12.0,,3.0,1.0,1.0,11.0,16.0,2.0,6.0,1.0
2011-10-06,3.0,4.0,20.0,1.0,6.0,3.0,2.0,4.0,4.0,8.0,17.0,,5.0,1.0,5.0,3.0,21.0,,11.0,2.0
2011-10-07,,7.0,20.0,1.0,7.0,3.0,5.0,4.0,1.0,4.0,15.0,,2.0,1.0,1.0,7.0,19.0,1.0,6.0,
2011-10-08,4.0,12.0,26.0,1.0,5.0,1.0,5.0,3.0,7.0,9.0,13.0,1.0,,6.0,1.0,10.0,20.0,1.0,12.0,
2011-10-09,7.0,5.0,22.0,,6.0,5.0,6.0,1.0,3.0,3.0,23.0,,3.0,4.0,3.0,9.0,23.0,,12.0,
2011-10-10,4.0,1.0,19.0,3.0,11.0,3.0,1.0,6.0,4.0,1.0,7.0,,,2.0,3.0,11.0,15.0,3.0,9.0,
2011-10-11,4.0,1.0,15.0,,9.0,3.0,1.0,9.0,5.0,9.0,16.0,1.0,1.0,2.0,3.0,9.0,28.0,1.0,16.0,3.0
2011-10-12,2.0,4.0,21.0,2.0,9.0,1.0,,4.0,3.0,10.0,11.0,1.0,3.0,2.0,2.0,12.0,18.0,1.0,8.0,
2011-10-13,1.0,3.0,23.0,1.0,7.0,4.0,1.0,4.0,3.0,8.0,10.0,2.0,1.0,5.0,3.0,10.0,13.0,4.0,11.0,1.0
2011-10-14,2.0,6.0,27.0,1.0,10.0,2.0,5.0,7.0,3.0,8.0,12.0,1.0,2.0,1.0,,12.0,19.0,2.0,11.0,1.0
2011-10-15,1.0,3.0,36.0,,6.0,1.0,4.0,2.0,6.0,15.0,14.0,2.0,1.0,3.0,,10.0,24.0,,10.0,2.0
2011-10-16,1.0,2.0,15.0,1.0,8.0,4.0,2.0,2.0,4.0,4.0,12.0,,4.0,1.0,1.0,7.0,15.0,,18.0,
2011-10-17,,2.0,11.0,1.0,5.0,,2.0,1.0,1.0,6.0,11.0,1.0,6.0,4.0,3.0,7.0,19.0,,11.0,2.0
2011-10-18,4.0,,27.0,1.0,10.0,1.0,2.0,8.0,3.0,14.0,12.0,,4.0,3.0,1.0,5.0,17.0,7.0,9.0,1.0
2011-10-19,2.0,2.0,23.0,2.0,8.0,1.0,3.0,5.0,6.0,9.0,13.0,,3.0,2.0,4.0,6.0,26.0,3.0,4.0,
2011-10-20,,6.0,29.0,,6.0,1.0,2.0,8.0,3.0,9.0,14.0,,2.0,,2.0,8.0,23.0,4.0,12.0,
2011-10-21,1.0,5.0,15.0,1.0,7.0,4.0,5.0,2.0,1.0,15.0,14.0,,,5.0,4.0,12.0,29.0,5.0,14.0,1.0
2011-10-22,2.0,9.0,17.0,,6.0,6.0,8.0,4.0,3.0,8.0,8.0,,3.0,3.0,3.0,8.0,19.0,1.0,8.0,1.0
2011-10-23,2.0,2.0,25.0,,10.0,3.0,1.0,3.0,5.0,1.0,15.0,,2.0,3.0,2.0,7.0,13.0,,13.0,1.0
2011-10-24,1.0,4.0,16.0,1.0,6.0,1.0,,3.0,,2.0,15.0,1.0,3.0,2.0,5.0,11.0,22.0,1.0,10.0,
2011-10-25,,1.0,27.0,4.0,4.0,1.0,,3.0,4.0,15.0,10.0,2.0,2.0,1.0,4.0,9.0,24.0,4.0,5.0,1.0
2011-10-26,,2.0,12.0,2.0,6.0,1.0,1.0,7.0,4.0,8.0,14.0,3.0,5.0,2.0,5.0,13.0,18.0,1.0,7.0,
2011-10-27,2.0,1.0,22.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,6.0,,3.0,2.0,1.0,9.0,17.0,4.0,8.0,
2011-10-28,1.0,5.0,16.0,,3.0,3.0,4.0,5.0,5.0,8.0,14.0,,5.0,3.0,1.0,9.0,28.0,3.0,7.0,1.0
2011-10-29,,5.0,18.0,1.0,7.0,4.0,,3.0,2.0,3.0,12.0,,2.0,3.0,2.0,7.0,19.0,,5.0,
2011-10-30,2.0,4.0,13.0,,7.0,1.0,3.0,4.0,3.0,3.0,18.0,1.0,,1.0,1.0,9.0,14.0,,14.0,
2011-10-31,,4.0,14.0,2.0,10.0,1.0,,5.0,6.0,,14.0,,4.0,2.0,4.0,7.0,18.0,1.0,20.0,1.0
2011-11-01,2.0,1.0,30.0,3.0,5.0,3.0,3.0,5.0,5.0,6.0,11.0,,1.0,2.0,4.0,15.0,23.0,2.0,9.0,
2011-11-02,1.0,,25.0,1.0,4.0,3.0,2.0,7.0,3.0,10.0,10.0,2.0,2.0,6.0,3.0,9.0,19.0,4.0,7.0,1.0
2011-11-03,1.0,4.0,27.0,1.0,4.0,5.0,,6.0,2.0,6.0,16.0,,4.0,2.0,2.0,9.0,17.0,,17.0,1.0
2011-11-04,1.0,2.0,19.0,,8.0,6.0,4.0,2.0,4.0,6.0,11.0,1.0,3.0,,4.0,14.0,19.0,1.0,18.0,3.0
2011-11-05,,5.0,25.0,,4.0,4.0,5.0,2.0,1.0,4.0,11.0,,5.0,2.0,2.0,12.0,13.0,1.0,7.0,
2011-11-06,,5.0,12.0,1.0,7.0,3.0,1.0,1.0,5.0,3.0,13.0,,4.0,3.0,1.0,10.0,17.0,1.0,19.0,
2011-11-07,2.0,4.0,25.0,,9.0,3.0,,5.0,5.0,4.0,12.0,,1.0,1.0,5.0,14.0,32.0,,11.0,
2011-11-08,1.0,2.0,26.0,,8.0,5.0,2.0,3.0,4.0,4.0,10.0,1.0,1.0,,6.0,12.0,28.0,,8.0,1.0
2011-11-09,,3.0,25.0,1.0,5.0,3.0,1.0,3.0,2.0,9.0,12.0,4.0,1.0,1.0,4.0,10.0,16.0,1.0,16.0,2.0
2011-11-10,3.0,2.0,27.0,1.0,5.0,2.0,2.0,3.0,4.0,8.0,15.0,,2.0,1.0,3.0,6.0,17.0,3.0,6.0,3.0
2011-11-11,10.0,,33.0,1.0,6.0,8.0,3.0,4.0,4.0,5.0,10.0,,5.0,3.0,3.0,9.0,21.0,4.0,11.0,
2011-11-12,4.0,4.0,14.0,,7.0,8.0,2.0,6.0,3.0,7.0,16.0,,,2.0,1.0,5.0,17.0,4.0,12.0,
2011-11-13,4.0,5.0,10.0,1.0,6.0,8.0,4.0,1.0,4.0,3.0,15.0,,,2.0,3.0,10.0,15.0,,11.0,1.0
2011-11-14,,3.0,19.0,5.0,5.0,4.0,1.0,5.0,,2.0,13.0,1.0,6.0,3.0,4.0,12.0,17.0,1.0,10.0,
2011-11-15,1.0,1.0,19.0,2.0,3.0,2.0,1.0,8.0,2.0,8.0,15.0,1.0,4.0,5.0,4.0,9.0,17.0,2.0,5.0,1.0
2011-11-16,1.0,2.0,15.0,,14.0,2.0,1.0,7.0,4.0,1.0,17.0,1.0,2.0,2.0,1.0,8.0,21.0,2.0,9.0,
2011-11-17,,2.0,27.0,1.0,5.0,5.0,2.0,6.0,,6.0,7.0,2.0,2.0,2.0,3.0,16.0,22.0,,8.0,1.0
2011-11-18,2.0,2.0,18.0,,4.0,5.0,,6.0,4.0,4.0,13.0,2.0,1.0,5.0,2.0,10.0,16.0,1.0,5.0,
2011-11-19,,1.0,16.0,,6.0,3.0,1.0,2.0,3.0,4.0,9.0,,1.0,6.0,6.0,12.0,14.0,1.0,14.0,1.0
2011-11-20,2.0,,16.0,1.0,5.0,5.0,1.0,1.0,2.0,1.0,7.0,1.0,3.0,3.0,3.0,9.0,18.0,,17.0,2.0
2011-11-21,,,8.0,7.0,12.0,3.0,,5.0,3.0,2.0,13.0,1.0,6.0,2.0,3.0,17.0,26.0,,11.0,2.0
2011-11-22,,2.0,10.0,,5.0,2.0,,6.0,4.0,2.0,10.0,1.0,,3.0,2.0,9.0,17.0,,7.0,
2011-11-23,,2.0,9.0,,9.0,1.0,2.0,3.0,1.0,4.0,10.0,1.0,3.0,2.0,1.0,12.0,18.0,,10.0,2.0
2011-11-24,1.0,1.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,7.0,,,4.0,3.0,10.0,3.0,,9.0,
2011-11-25,,1.0,17.0,2.0,7.0,1.0,,6.0,4.0,4.0,8.0,1.0,2.0,2.0,2.0,14.0,25.0,,13.0,1.0
2011-11-26,1.0,1.0,21.0,,6.0,9.0,2.0,3.0,1.0,13.0,12.0,1.0,1.0,1.0,4.0,10.0,19.0,,15.0,2.0
2011-11-27,1.0,3.0,22.0,,5.0,3.0,9.0,3.0,7.0,2.0,8.0,1.0,1.0,2.0,2.0,19.0,19.0,,14.0,1.0
2011-11-28,2.0,5.0,12.0,2.0,3.0,2.0,2.0,6.0,,3.0,13.0,1.0,,1.0,4.0,17.0,18.0,,14.0,1.0
2011-11-29,,4.0,11.0,,7.0,,,7.0,3.0,4.0,17.0,,2.0,3.0,4.0,17.0,27.0,1.0,10.0,
2011-11-30,1.0,2.0,15.0,1.0,3.0,3.0,,4.0,,4.0,12.0,,3.0,2.0,5.0,7.0,25.0,1.0,7.0,1.0
2011-12-01,3.0,2.0,11.0,,6.0,2.0,1.0,8.0,3.0,9.0,11.0,,2.0,6.0,4.0,12.0,27.0,,7.0,3.0
2011-12-02,,6.0,9.0,2.0,5.0,2.0,,5.0,8.0,3.0,13.0,2.0,5.0,2.0,5.0,7.0,29.0,,7.0,2.0
2011-12-03,1.0,,9.0,1.0,6.0,6.0,1.0,5.0,4.0,11.0,16.0,,1.0,1.0,3.0,8.0,19.0,,11.0,
2011-12-04,3.0,5.0,9.0,2.0,5.0,3.0,1.0,6.0,3.0,,5.0,,1.0,4.0,3.0,10.0,21.0,,17.0,
2011-12-05,,5.0,11.0,3.0,5.0,3.0,2.0,7.0,5.0,2.0,13.0,1.0,4.0,2.0,1.0,12.0,24.0,,12.0,1.0
2011-12-06,,2.0,19.0,2.0,10.0,4.0,3.0,6.0,2.0,4.0,16.0,1.0,2.0,2.0,2.0,16.0,25.0,2.0,15.0,2.0
2011-12-07,1.0,2.0,17.0,1.0,10.0,1.0,,6.0,4.0,1.0,8.0,1.0,3.0,3.0,2.0,8.0,16.0,2.0,11.0,2.0
2011-12-08,1.0,5.0,11.0,1.0,3.0,3.0,3.0,4.0,2.0,8.0,19.0,1.0,3.0,1.0,3.0,19.0,22.0,1.0,9.0,2.0
2011-12-09,,2.0,12.0,2.0,4.0,5.0,3.0,5.0,3.0,7.0,13.0,1.0,3.0,1.0,2.0,4.0,21.0,,12.0,2.0
2011-12-10,1.0,,26.0,1.0,8.0,8.0,2.0,5.0,,4.0,7.0,1.0,2.0,2.0,7.0,11.0,24.0,,10.0,3.0
2011-12-11,1.0,1.0,13.0,,5.0,7.0,,2.0,4.0,3.0,12.0,1.0,2.0,3.0,3.0,9.0,20.0,,13.0,
2011-12-12,,5.0,7.0,2.0,4.0,4.0,,3.0,4.0,2.0,12.0,1.0,3.0,4.0,5.0,10.0,19.0,,11.0,1.0
2011-12-13,,2.0,13.0,1.0,5.0,2.0,,3.0,5.0,9.0,9.0,3.0,1.0,4.0,3.0,7.0,21.0,,5.0,5.0
2011-12-14,1.0,4.0,28.0,4.0,6.0,3.0,1.0,9.0,,8.0,12.0,,2.0,3.0,7.0,10.0,18.0,,11.0,2.0
2011-12-15,3.0,1.0,15.0,1.0,8.0,1.0,,6.0,2.0,5.0,6.0,2.0,2.0,5.0,1.0,10.0,27.0,,8.0,1.0
2011-12-16,1.0,5.0,15.0,3.0,3.0,6.0,3.0,10.0,2.0,4.0,17.0,1.0,1.0,2.0,3.0,13.0,26.0,,10.0,4.0
2011-12-17,,6.0,11.0,2.0,2.0,4.0,,4.0,3.0,3.0,10.0,,4.0,2.0,3.0,7.0,17.0,,8.0,
2011-12-18,1.0,1.0,8.0,1.0,6.0,2.0,1.0,2.0,3.0,2.0,16.0,1.0,1.0,1.0,1.0,10.0,20.0,,9.0,
2011-12-19,,1.0,10.0,,4.0,1.0,3.0,7.0,6.0,3.0,19.0,1.0,5.0,3.0,2.0,4.0,20.0,,18.0,1.0
2011-12-20,1.0,8.0,21.0,1.0,11.0,3.0,,6.0,2.0,8.0,15.0,1.0,2.0,,,11.0,29.0,1.0,12.0,1.0
2011-12-21,1.0,3.0,17.0,,6.0,3.0,2.0,2.0,1.0,6.0,12.0,1.0,2.0,3.0,1.0,11.0,20.0,,13.0,1.0
2011-12-22,1.0,5.0,16.0,,6.0,1.0,5.0,8.0,3.0,10.0,16.0,,,1.0,5.0,13.0,18.0,1.0,11.0,
2011-12-23,,3.0,11.0,,4.0,2.0,1.0,5.0,2.0,5.0,14.0,,1.0,3.0,5.0,14.0,25.0,1.0,16.0,1.0
2011-12-24,2.0,2.0,12.0,,4.0,5.0,,2.0,5.0,5.0,8.0,3.0,,3.0,2.0,6.0,21.0,,10.0,
2011-12-25,2.0,1.0,6.0,,,2.0,1.0,2.0,2.0,1.0,15.0,,2.0,1.0,2.0,3.0,5.0,,8.0,
2011-12-26,,2.0,13.0,1.0,2.0,4.0,,1.0,1.0,1.0,12.0,,1.0,1.0,2.0,8.0,23.0,,7.0,
2011-12-27,1.0,3.0,18.0,2.0,8.0,2.0,,4.0,1.0,6.0,5.0,4.0,,2.0,4.0,6.0,20.0,,11.0,1.0
2011-12-28,1.0,2.0,23.0,1.0,8.0,1.0,3.0,4.0,1.0,5.0,6.0,2.0,1.0,4.0,8.0,8.0,27.0,,12.0,2.0
2011-12-29,2.0,2.0,24.0,2.0,6.0,3.0,1.0,1.0,,5.0,15.0,1.0,2.0,2.0,4.0,13.0,13.0,,16.0,
2011-12-30,2.0,2.0,14.0,1.0,5.0,2.0,1.0,8.0,2.0,3.0,10.0,,1.0,1.0,5.0,8.0,16.0,,6.0,1.0
2011-12-31,,7.0,19.0,1.0,1.0,7.0,,4.0,4.0,2.0,5.0,,1.0,1.0,2.0,11.0,16.0,,16.0,1.0
2012-01-01,1.0,8.0,5.0,2.0,8.0,6.0,2.0,,3.0,1.0,14.0,2.0,1.0,1.0,2.0,7.0,16.0,,15.0,1.0
2012-01-02,2.0,7.0,13.0,1.0,10.0,2.0,1.0,3.0,3.0,1.0,11.0,1.0,1.0,5.0,2.0,10.0,18.0,,22.0,
2012-01-03,1.0,4.0,10.0,1.0,3.0,1.0,1.0,10.0,6.0,9.0,14.0,1.0,4.0,4.0,3.0,9.0,19.0,,9.0,1.0
2012-01-04,2.0,,19.0,1.0,2.0,2.0,2.0,9.0,3.0,8.0,14.0,1.0,,1.0,2.0,9.0,15.0,1.0,6.0,
2012-01-05,,2.0,24.0,2.0,4.0,5.0,8.0,7.0,1.0,4.0,8.0,4.0,1.0,2.0,4.0,6.0,19.0,,4.0,
2012-01-06,4.0,4.0,26.0,,2.0,5.0,3.0,5.0,2.0,5.0,23.0,2.0,,1.0,2.0,13.0,24.0,,7.0,1.0
2012-01-07,1.0,4.0,14.0,,6.0,7.0,2.0,3.0,1.0,3.0,12.0,1.0,,3.0,1.0,13.0,20.0,,9.0,1.0
2012-01-08,1.0,2.0,19.0,1.0,6.0,6.0,1.0,1.0,3.0,2.0,10.0,,3.0,1.0,6.0,3.0,18.0,,6.0,
2012-01-09,1.0,1.0,12.0,3.0,2.0,,,4.0,2.0,3.0,12.0,,2.0,2.0,3.0,6.0,22.0,2.0,7.0,
2012-01-10,1.0,1.0,23.0,,6.0,2.0,2.0,6.0,3.0,13.0,11.0,1.0,3.0,3.0,1.0,7.0,13.0,1.0,8.0,
2012-01-11,,5.0,18.0,1.0,6.0,3.0,3.0,7.0,3.0,7.0,8.0,1.0,4.0,2.0,2.0,9.0,17.0,,7.0,1.0
2012-01-12,,1.0,18.0,,6.0,4.0,3.0,10.0,2.0,9.0,14.0,,3.0,,5.0,5.0,19.0,2.0,6.0,
2012-01-13,3.0,5.0,18.0,4.0,9.0,6.0,1.0,5.0,4.0,4.0,10.0,3.0,,1.0,5.0,7.0,21.0,,4.0,1.0
2012-01-14,,2.0,21.0,2.0,2.0,9.0,1.0,2.0,1.0,3.0,10.0,,3.0,1.0,7.0,3.0,17.0,1.0,9.0,
2012-01-15,,3.0,17.0,1.0,1.0,8.0,,4.0,4.0,2.0,12.0,,2.0,1.0,2.0,3.0,15.0,,10.0,
2012-01-16,,4.0,16.0,3.0,4.0,4.0,1.0,8.0,2.0,2.0,10.0,2.0,6.0,1.0,2.0,6.0,13.0,1.0,7.0,
2012-01-17,,3.0,12.0,1.0,7.0,4.0,1.0,2.0,2.0,5.0,9.0,1.0,6.0,1.0,2.0,3.0,19.0,,11.0,
2012-01-18,,3.0,44.0,,6.0,2.0,2.0,5.0,6.0,11.0,7.0,,5.0,4.0,3.0,5.0,36.0,,7.0,2.0
2012-01-19,1.0,4.0,17.0,1.0,9.0,4.0,2.0,7.0,2.0,6.0,16.0,1.0,5.0,5.0,3.0,4.0,17.0,,9.0,
2012-01-20,1.0,3.0,22.0,3.0,5.0,5.0,,6.0,1.0,3.0,11.0,1.0,4.0,3.0,3.0,6.0,25.0,1.0,9.0,3.0
2012-01-21,2.0,3.0,25.0,,4.0,9.0,1.0,8.0,2.0,1.0,9.0,,1.0,1.0,3.0,7.0,9.0,1.0,4.0,
2012-01-22,1.0,,28.0,,7.0,3.0,,3.0,2.0,1.0,7.0,,2.0,1.0,,4.0,12.0,,4.0,
2012-01-23,,5.0,13.0,2.0,9.0,1.0,,7.0,4.0,2.0,13.0,4.0,3.0,3.0,,4.0,19.0,1.0,10.0,2.0
2012-01-24,,4.0,22.0,,4.0,1.0,6.0,9.0,3.0,2.0,20.0,,6.0,3.0,3.0,10.0,21.0,1.0,6.0,1.0
2012-01-25,2.0,4.0,21.0,1.0,4.0,3.0,3.0,6.0,4.0,4.0,7.0,,,1.0,1.0,7.0,21.0,,10.0,1.0
2012-01-26,,2.0,13.0,4.0,8.0,3.0,1.0,7.0,1.0,6.0,10.0,,6.0,2.0,1.0,12.0,21.0,1.0,6.0,
2012-01-27,,1.0,18.0,,4.0,4.0,1.0,5.0,7.0,2.0,13.0,1.0,5.0,1.0,2.0,8.0,25.0,2.0,9.0,
2012-01-28,2.0,4.0,33.0,,1.0,9.0,4.0,2.0,3.0,4.0,14.0,2.0,5.0,1.0,3.0,6.0,24.0,6.0,7.0,
2012-01-29,,5.0,18.0,1.0,4.0,2.0,1.0,1.0,3.0,5.0,13.0,,8.0,,3.0,5.0,12.0,1.0,12.0,
2012-01-30,2.0,1.0,19.0,,6.0,2.0,1.0,8.0,4.0,1.0,13.0,,4.0,3.0,5.0,6.0,22.0,,8.0,1.0
2012-01-31,,,38.0,2.0,5.0,2.0,6.0,5.0,1.0,14.0,10.0,,2.0,1.0,5.0,4.0,27.0,2.0,8.0,
2012-02-01,1.0,6.0,25.0,,7.0,3.0,2.0,7.0,1.0,13.0,11.0,,1.0,2.0,3.0,6.0,20.0,,10.0,
2012-02-02,,,14.0,1.0,3.0,2.0,3.0,7.0,1.0,7.0,13.0,1.0,2.0,,5.0,6.0,19.0,3.0,8.0,1.0
2012-02-03,,4.0,30.0,1.0,7.0,1.0,3.0,4.0,6.0,5.0,8.0,3.0,3.0,2.0,2.0,8.0,15.0,,12.0,2.0
2012-02-04,,2.0,29.0,,5.0,9.0,6.0,3.0,3.0,4.0,7.0,,5.0,3.0,2.0,16.0,12.0,,8.0,
2012-02-05,,3.0,37.0,,1.0,8.0,3.0,1.0,2.0,1.0,14.0,2.0,,,,8.0,12.0,,10.0,
2012-02-06,1.0,5.0,25.0,2.0,7.0,2.0,1.0,6.0,4.0,5.0,7.0,,1.0,,1.0,9.0,25.0,,6.0,1.0
2012-02-07,1.0,,24.0,1.0,5.0,2.0,10.0,9.0,4.0,4.0,14.0,1.0,3.0,1.0,3.0,7.0,19.0,3.0,10.0,
2012-02-08,,,8.0,1.0,4.0,2.0,1.0,5.0,,9.0,13.0,,3.0,1.0,5.0,10.0,14.0,,10.0,
2012-02-09,1.0,3.0,17.0,,11.0,2.0,,5.0,2.0,3.0,13.0,1.0,2.0,,2.0,9.0,13.0,,6.0,1.0
2012-02-10,,4.0,41.0,,10.0,2.0,1.0,5.0,8.0,4.0,17.0,1.0,4.0,1.0,,5.0,21.0,,7.0,
2012-02-11,1.0,4.0,27.0,,4.0,5.0,1.0,4.0,3.0,2.0,12.0,2.0,2.0,2.0,7.0,12.0,21.0,,7.0,
2012-02-12,,1.0,14.0,,3.0,5.0,,2.0,2.0,4.0,8.0,1.0,2.0,1.0,1.0,4.0,11.0,,8.0,
2012-02-13,,4.0,25.0,,5.0,5.0,,9.0,1.0,2.0,6.0,2.0,7.0,3.0,6.0,8.0,26.0,,11.0,2.0
2012-02-14,,2.0,30.0,,3.0,2.0,2.0,7.0,1.0,6.0,9.0,,,,2.0,2.0,16.0,1.0,7.0,1.0
2012-02-15,1.0,7.0,36.0,1.0,6.0,4.0,7.0,7.0,1.0,9.0,19.0,,3.0,2.0,,7.0,23.0,4.0,7.0,1.0
2012-02-16,1.0,1.0,30.0,,2.0,5.0,1.0,10.0,1.0,4.0,8.0,,3.0,2.0,2.0,6.0,16.0,4.0,7.0,1.0
2012-02-17,1.0,2.0,51.0,1.0,3.0,4.0,1.0,9.0,1.0,3.0,10.0,1.0,,2.0,3.0,6.0,12.0,,1.0,2.0
2012-02-18,,7.0,51.0,,2.0,5.0,2.0,2.0,,9.0,11.0,,1.0,,4.0,9.0,19.0,,10.0,
2012-02-19,1.0,1.0,58.0,,6.0,4.0,2.0,3.0,3.0,2.0,20.0,,1.0,1.0,3.0,13.0,16.0,1.0,10.0,
2012-02-20,,3.0,47.0,1.0,5.0,2.0,6.0,7.0,,6.0,5.0,,2.0,1.0,,5.0,14.0,,9.0,
2012-02-21,4.0,4.0,18.0,,4.0,6.0,4.0,8.0,3.0,4.0,19.0,1.0,4.0,1.0,1.0,6.0,21.0,1.0,9.0,
2012-02-22,1.0,3.0,26.0,,3.0,8.0,9.0,4.0,1.0,7.0,19.0,,1.0,4.0,1.0,9.0,17.0,,11.0,
2012-02-23,2.0,2.0,23.0,,6.0,5.0,1.0,5.0,1.0,4.0,17.0,3.0,1.0,,2.0,8.0,28.0,2.0,8.0,
2012-02-24,1.0,2.0,38.0,2.0,6.0,2.0,1.0,9.0,5.0,5.0,9.0,2.0,,,6.0,6.0,10.0,2.0,4.0,3.0
2012-02-25,,2.0,37.0,2.0,6.0,3.0,3.0,3.0,2.0,5.0,12.0,,2.0,4.0,1.0,8.0,20.0,3.0,8.0,2.0
2012-02-26,2.0,4.0,33.0,2.0,5.0,16.0,3.0,2.0,1.0,4.0,18.0,1.0,3.0,3.0,2.0,7.0,21.0,,16.0,
2012-02-27,,2.0,31.0,,4.0,,2.0,4.0,2.0,,16.0,3.0,3.0,1.0,1.0,6.0,17.0,,6.0,1.0
2012-02-28,,1.0,17.0,,4.0,4.0,5.0,5.0,4.0,3.0,14.0,1.0,2.0,2.0,1.0,6.0,14.0,7.0,6.0,2.0
2012-02-29,,6.0,27.0,1.0,7.0,2.0,,8.0,3.0,2.0,16.0,1.0,4.0,2.0,1.0,6.0,16.0,,12.0,2.0
2012-03-01,,,17.0,,2.0,4.0,5.0,3.0,3.0,4.0,8.0,1.0,5.0,2.0,,11.0,23.0,,8.0,2.0
2012-03-02,2.0,5.0,29.0,,5.0,3.0,8.0,6.0,1.0,5.0,15.0,,4.0,,1.0,6.0,19.0,4.0,10.0,2.0
2012-03-03,2.0,6.0,31.0,1.0,6.0,4.0,5.0,1.0,,,12.0,,,1.0,1.0,7.0,13.0,1.0,11.0,1.0
2012-03-04,4.0,2.0,29.0,,3.0,4.0,,3.0,,2.0,12.0,,2.0,1.0,4.0,8.0,10.0,,6.0,1.0
2012-03-05,,,14.0,2.0,5.0,4.0,,9.0,1.0,2.0,5.0,,4.0,1.0,2.0,9.0,11.0,,12.0,3.0
2012-03-06,1.0,8.0,19.0,,1.0,,,9.0,,5.0,14.0,,2.0,1.0,3.0,10.0,25.0,1.0,12.0,
